@relation 'social_s (1)'

@attribute Date {4/8/2017,4/1/2017,3/25/2017,3/18/2017,3/11/2017,3/4/2017,2/25/2017,2/18/2017,2/11/2017,2/4/2017,1/28/2017,1/21/2017,1/14/2017,1/7/2017,12/31/2016,12/24/2016,12/17/2016,12/10/2016,12/3/2016,11/26/2016,11/19/2016,11/12/2016,11/5/2016,10/29/2016,10/22/2016,10/15/2016,10/8/2016,10/1/2016,9/24/2016,9/17/2016,9/10/2016,9/3/2016,8/27/2016,8/20/2016,8/13/2016,8/6/2016,7/30/2016,7/23/2016,7/16/2016,7/9/2016,7/2/2016,6/25/2016,6/18/2016,6/11/2016,6/4/2016,5/28/2016,5/21/2016,5/14/2016,5/7/2016,4/30/2016,4/23/2016,4/16/2016,4/9/2016,4/2/2016,3/26/2016,3/19/2016,3/12/2016,3/5/2016,2/27/2016,2/20/2016,2/13/2016,2/6/2016,1/30/2016,1/23/2016,1/16/2016,1/9/2016,1/2/2016,12/26/2015,12/19/2015,12/12/2015,12/5/2015,11/28/2015,11/21/2015,11/14/2015,11/7/2015,10/31/2015,10/24/2015,10/17/2015,10/10/2015,10/3/2015,9/26/2015,9/19/2015,9/12/2015,9/5/2015,8/29/2015,8/22/2015,8/15/2015,8/8/2015,8/1/2015,7/25/2015,7/18/2015,7/11/2015,7/4/2015,6/27/2015,6/20/2015,6/13/2015,6/6/2015,5/30/2015,5/23/2015,5/16/2015,5/9/2015,5/2/2015,4/25/2015,4/18/2015,4/11/2015,4/4/2015,3/28/2015,3/21/2015,3/14/2015,3/7/2015,2/28/2015,2/21/2015,2/14/2015,2/7/2015,1/31/2015,1/24/2015,1/17/2015,1/10/2015,1/3/2015,12/27/2014,12/20/2014,12/13/2014,12/6/2014,11/29/2014,11/22/2014,11/15/2014,11/8/2014,11/1/2014,10/25/2014,10/18/2014,10/11/2014,10/4/2014,9/27/2014,9/20/2014,9/13/2014,9/6/2014,8/30/2014,8/23/2014,8/16/2014,8/9/2014,8/2/2014,7/26/2014}
@attribute S_rank numeric
@attribute S_last_week numeric
@attribute S_peak_position numeric
@attribute S_wks_on_rank numeric
@attribute A_rank numeric
@attribute A_last_week numeric
@attribute A_peak_position numeric
@attribute A_wks_on_rank numeric
@attribute O_rank numeric
@attribute O_last_week numeric
@attribute O_peak_position numeric
@attribute O_wks_on_rank numeric
@attribute Cls numeric
@attribute Class numeric

@data
11/28/2015,12,14,1,23,5,5,1,57,21,16,13,26,-2,0
11/28/2015,29,26,3,15,6,11,1,72,2,2,13,209,3,1
11/28/2015,40,44,10,4,6,11,1,72,2,2,13,209,-4,0
11/28/2015,65,120,65,1,6,11,1,72,2,2,13,209,-55,0
11/28/2015,8,8,5,12,7,6,2,68,8,11,1,260,0,1
11/28/2015,15,18,13,8,8,19,1,56,27,18,13,114,-3,0
11/28/2015,5,6,4,25,12,13,1,40,5,7,13,47,-1,0
11/28/2015,14,17,5,9,13,15,1,59,6,8,13,258,-3,0
11/28/2015,73,120,71,2,15,36,1,72,28,20,13,65,-47,0
11/28/2015,37,33,10,27,17,17,2,72,23,29,1,98,4,1
11/28/2015,45,41,2,58,17,17,2,72,23,29,1,98,4,1
11/28/2015,13,7,7,2,21,12,1,70,3,5,13,156,6,1
11/28/2015,32,32,21,6,26,20,1,43,9,3,13,250,0,1
11/28/2015,81,72,11,20,26,20,1,43,9,3,13,250,9,1
11/28/2015,68,67,60,11,33,30,1,72,15,15,13,233,1,1
11/28/2015,99,84,44,12,95,84,1,60,45,44,13,15,15,1
11/21/2015,1,1,1,2,1,1,2,40,14,19,1,176,0,1
11/21/2015,23,120,20,1,2,120,1,2,49,120,13,1,-97,0
11/21/2015,4,2,1,2,3,4,2,70,1,1,1,259,2,1
11/21/2015,5,5,1,10,3,4,2,70,1,1,1,259,0,1
11/21/2015,51,120,19,1,3,4,2,70,1,1,1,259,-69,0
11/21/2015,2,3,2,14,4,5,1,71,10,10,13,234,-1,0
11/21/2015,52,43,21,14,4,5,1,71,10,10,13,234,9,1
11/21/2015,74,67,58,8,4,5,1,71,10,10,13,234,7,1
11/21/2015,3,4,1,24,5,6,1,56,16,30,13,25,-1,0
11/21/2015,14,10,1,22,5,6,1,56,16,30,13,25,4,1
11/21/2015,8,7,5,11,6,7,2,67,11,5,1,259,1,1
11/21/2015,26,24,3,14,11,9,1,71,2,3,13,208,2,1
11/21/2015,44,29,10,3,11,9,1,71,2,3,13,208,15,1
11/21/2015,7,120,7,1,12,16,1,69,5,2,13,155,-113,0
11/21/2015,6,6,4,24,13,12,1,39,7,12,13,46,0,1
11/21/2015,17,18,5,8,15,11,1,58,8,9,13,257,-1,0
11/21/2015,33,26,10,26,17,13,2,71,29,31,1,97,7,1
11/21/2015,41,40,2,57,17,13,2,71,29,31,1,97,1,1
11/21/2015,18,19,13,7,19,19,1,55,18,25,13,113,-1,0
11/21/2015,32,35,21,5,20,14,1,42,3,6,13,249,-3,0
11/21/2015,72,57,11,19,20,14,1,42,3,6,13,249,15,1
11/21/2015,67,65,60,10,30,30,1,71,15,16,13,232,2,1
11/21/2015,84,60,44,11,84,56,1,59,44,47,13,14,24,1
11/14/2015,1,120,1,1,1,49,2,39,19,4,1,175,-119,0
11/14/2015,2,120,1,1,4,10,2,69,1,1,1,258,-118,0
11/14/2015,5,3,1,9,4,10,2,69,1,1,1,258,2,1
11/14/2015,3,2,2,13,5,1,1,70,10,8,13,233,1,1
11/14/2015,43,40,21,13,5,1,1,70,10,8,13,233,3,1
11/14/2015,67,68,58,7,5,1,1,70,10,8,13,233,-1,0
11/14/2015,4,1,1,23,6,2,1,55,30,19,13,24,3,1
11/14/2015,10,7,1,21,6,2,1,55,30,19,13,24,3,1
11/14/2015,7,5,5,10,7,4,2,66,5,9,1,258,2,1
11/14/2015,24,24,3,13,9,6,1,70,3,6,13,207,0,1
11/14/2015,29,10,10,2,9,6,1,70,3,6,13,207,19,1
11/14/2015,74,97,74,2,9,6,1,70,3,6,13,207,-23,0
11/14/2015,18,16,5,7,11,9,1,57,9,12,13,256,2,1
11/14/2015,6,4,4,23,12,15,1,38,12,14,13,45,2,1
11/14/2015,26,25,10,25,13,14,2,70,31,21,1,96,1,1
11/14/2015,40,39,2,56,13,14,2,70,31,21,1,96,1,1
11/14/2015,35,31,21,4,14,3,1,41,6,5,13,248,4,1
11/14/2015,57,42,11,18,14,3,1,41,6,5,13,248,15,1
11/14/2015,19,19,13,6,19,20,1,54,25,25,13,112,0,1
11/14/2015,49,46,2,42,24,24,2,70,42,120,1,157,3,1
11/14/2015,76,81,2,6,26,33,1,28,18,49,13,2,-5,0
11/14/2015,65,60,60,9,30,39,1,70,16,29,13,231,5,1
11/14/2015,60,48,44,10,56,37,1,58,47,120,13,13,12,1
11/7/2015,2,2,2,12,1,3,1,69,8,11,13,232,0,1
11/7/2015,40,38,21,12,1,3,1,69,8,11,13,232,2,1
11/7/2015,68,72,58,6,1,3,1,69,8,11,13,232,-4,0
11/7/2015,1,1,1,22,2,1,1,54,19,22,13,23,0,1
11/7/2015,7,7,1,20,2,1,1,54,19,22,13,23,0,1
11/7/2015,31,58,21,3,3,24,1,40,5,5,13,247,-27,0
11/7/2015,42,40,11,17,3,24,1,40,5,5,13,247,2,1
11/7/2015,5,6,5,9,4,4,2,65,9,4,1,257,-1,0
11/7/2015,99,120,99,1,5,120,1,13,31,32,13,17,-21,0
11/7/2015,10,120,10,1,6,19,1,69,6,3,13,206,-110,0
11/7/2015,24,26,3,12,6,19,1,69,6,3,13,206,-2,0
11/7/2015,97,120,74,1,6,19,1,69,6,3,13,206,-23,0
11/7/2015,16,18,5,6,9,2,1,56,12,7,13,255,-2,0
11/7/2015,3,3,1,8,10,10,2,68,1,1,1,257,0,1
11/7/2015,25,17,10,24,14,9,2,69,21,30,1,95,8,1
11/7/2015,39,35,2,55,14,9,2,69,21,30,1,95,4,1
11/7/2015,4,5,4,22,15,11,1,37,14,9,13,44,-1,0
11/7/2015,19,22,13,5,20,13,1,53,25,29,13,111,-3,0
11/7/2015,81,91,2,5,33,27,1,27,49,120,13,1,-10,0
11/7/2015,60,60,60,8,39,42,1,69,29,15,13,230,0,1
10/31/2015,1,1,1,21,1,2,1,53,22,24,13,22,0,1
10/31/2015,7,6,1,19,1,2,1,53,22,24,13,22,1,1
10/31/2015,48,47,3,43,1,2,1,53,22,24,13,22,1,1
10/31/2015,18,38,5,5,2,9,1,55,7,3,13,254,-20,0
10/31/2015,2,2,2,11,3,1,1,68,11,11,13,231,0,1
10/31/2015,38,41,21,11,3,1,1,68,11,11,13,231,-3,0
10/31/2015,72,65,58,5,3,1,1,68,11,11,13,231,7,1
10/31/2015,6,9,5,8,4,3,2,64,4,5,1,256,-3,0
10/31/2015,17,12,10,23,9,8,2,68,30,23,1,94,5,1
10/31/2015,35,37,2,54,9,8,2,68,30,23,1,94,-2,0
10/31/2015,3,3,1,7,10,6,2,67,1,1,1,256,0,1
10/31/2015,5,8,4,21,11,10,1,36,9,8,13,43,-3,0
10/31/2015,22,23,13,4,13,16,1,52,29,26,13,110,-1,0
10/31/2015,26,21,3,11,19,13,1,68,3,7,13,205,5,1
10/31/2015,40,32,11,16,24,18,1,39,5,6,13,246,8,1
10/31/2015,58,120,21,2,24,18,1,39,5,6,13,246,-62,0
10/31/2015,60,64,60,7,42,24,1,68,15,18,13,229,-4,0
10/24/2015,2,3,2,10,1,1,1,67,11,13,13,230,-1,0
10/24/2015,41,36,21,10,1,1,1,67,11,13,13,230,5,1
10/24/2015,65,58,58,4,1,1,1,67,11,13,13,230,7,1
10/24/2015,1,1,1,20,2,2,1,52,24,18,13,21,0,1
10/24/2015,6,4,1,18,2,2,1,52,24,18,13,21,2,1
10/24/2015,47,44,3,42,2,2,1,52,24,18,13,21,3,1
10/24/2015,9,8,5,7,3,4,2,63,5,5,1,255,1,1
10/24/2015,3,2,1,6,6,6,2,66,1,1,1,255,1,1
10/24/2015,91,87,87,2,7,5,1,12,42,120,13,12,4,1
10/24/2015,12,13,10,22,8,10,2,67,23,22,1,93,-1,0
10/24/2015,37,38,2,53,8,10,2,67,23,22,1,93,-1,0
10/24/2015,38,48,5,4,9,14,1,54,3,8,13,253,-10,0
10/24/2015,8,9,4,20,10,13,1,35,8,10,13,42,-1,0
10/24/2015,21,20,3,10,13,12,1,67,7,6,13,204,1,1
10/24/2015,23,29,13,3,16,18,1,51,26,29,13,109,-6,0
10/24/2015,32,19,11,15,18,16,1,38,6,4,13,245,13,1
10/24/2015,64,61,60,6,24,34,1,67,18,26,13,228,3,1
10/17/2015,3,4,2,9,1,1,1,66,13,7,13,229,-1,0
10/17/2015,36,34,21,9,1,1,1,66,13,7,13,229,2,1
10/17/2015,58,59,58,3,1,1,1,66,13,7,13,229,-1,0
10/17/2015,92,88,88,2,1,1,1,66,13,7,13,229,4,1
10/17/2015,1,1,1,19,2,3,1,51,18,23,13,20,0,1
10/17/2015,4,3,1,17,2,3,1,51,18,23,13,20,1,1
10/17/2015,44,42,3,41,2,3,1,51,18,23,13,20,2,1
10/17/2015,8,10,5,6,4,4,2,62,5,4,1,254,-2,0
10/17/2015,2,2,1,5,6,6,2,65,1,1,1,254,0,1
10/17/2015,13,13,10,21,10,9,2,66,22,19,1,92,0,1
10/17/2015,38,38,2,52,10,9,2,66,22,19,1,92,0,1
10/17/2015,20,25,3,9,12,8,1,66,6,2,13,203,-5,0
10/17/2015,85,54,54,2,12,8,1,66,6,2,13,203,31,1
10/17/2015,9,11,4,19,13,15,1,34,10,8,13,41,-2,0
10/17/2015,48,49,5,3,14,12,1,53,8,5,13,252,-1,0
10/17/2015,71,120,71,1,15,39,1,66,25,24,13,59,-49,0
10/17/2015,19,17,11,14,16,16,1,37,4,6,13,244,2,1
10/17/2015,29,22,13,2,18,17,1,50,29,22,13,108,7,1
10/17/2015,45,45,2,38,20,24,2,66,40,43,1,156,0,1
10/17/2015,61,77,60,5,34,27,1,66,26,17,13,227,-16,0
10/17/2015,89,78,67,8,91,82,1,6,17,16,13,65,11,1
10/10/2015,4,9,2,8,1,2,1,65,7,9,13,228,-5,0
10/10/2015,34,33,21,8,1,2,1,65,7,9,13,228,1,1
10/10/2015,59,66,58,2,1,2,1,65,7,9,13,228,-7,0
10/10/2015,88,120,88,1,1,2,1,65,7,9,13,228,-32,0
10/10/2015,1,1,1,18,3,1,1,50,23,19,13,19,0,1
10/10/2015,3,3,1,16,3,1,1,50,23,19,13,19,0,1
10/10/2015,42,36,3,40,3,1,1,50,23,19,13,19,6,1
10/10/2015,10,13,5,5,4,3,2,61,4,3,1,253,-3,0
10/10/2015,2,2,1,4,6,4,2,64,1,1,1,253,0,1
10/10/2015,25,24,3,8,8,17,1,65,2,11,13,202,1,1
10/10/2015,54,120,54,1,8,17,1,65,2,11,13,202,-66,0
10/10/2015,13,11,10,20,9,6,2,65,19,20,1,91,2,1
10/10/2015,38,37,2,51,9,6,2,65,19,20,1,91,1,1
10/10/2015,49,43,5,2,12,10,1,52,5,5,13,251,6,1
10/10/2015,11,12,4,18,15,12,1,33,8,6,13,40,-1,0
10/10/2015,17,14,11,13,16,16,1,36,6,4,13,243,3,1
10/10/2015,84,120,21,1,16,16,1,36,6,4,13,243,-36,0
10/10/2015,22,120,13,1,17,55,1,49,22,32,13,107,-98,0
10/10/2015,45,49,2,37,24,22,2,65,43,47,1,155,-4,0
10/10/2015,77,78,60,4,27,26,1,65,17,10,13,226,-1,0
10/10/2015,78,68,67,7,82,120,1,5,16,31,13,64,10,1
10/3/2015,1,2,1,17,1,1,1,49,19,16,13,18,-1,0
10/3/2015,3,1,1,15,1,1,1,49,19,16,13,18,2,1
10/3/2015,36,34,3,39,1,1,1,49,19,16,13,18,2,1
10/3/2015,77,72,60,3,1,1,1,49,19,16,13,18,5,1
10/3/2015,79,70,54,3,1,1,1,49,19,16,13,18,9,1
10/3/2015,9,16,2,7,2,5,1,64,9,13,13,227,-7,0
10/3/2015,33,39,21,7,2,5,1,64,9,13,13,227,-6,0
10/3/2015,66,120,58,1,2,5,1,64,9,13,13,227,-54,0
10/3/2015,13,12,5,4,3,2,2,60,3,2,1,252,1,1
10/3/2015,2,3,1,3,4,4,2,63,1,1,1,252,-1,0
10/3/2015,11,10,10,19,6,9,2,64,20,24,1,90,1,1
10/3/2015,37,32,2,50,6,9,2,64,20,24,1,90,5,1
10/3/2015,43,120,5,1,10,13,1,51,5,3,13,250,-77,0
10/3/2015,12,14,4,17,12,12,1,32,6,7,13,39,-2,0
10/3/2015,14,11,11,12,16,19,1,35,4,6,13,242,3,1
10/3/2015,24,24,3,7,17,18,1,64,11,10,13,201,0,1
10/3/2015,49,41,2,36,22,22,2,64,47,120,1,154,8,1
10/3/2015,78,87,60,3,26,35,1,64,10,11,13,225,-9,0
10/3/2015,56,60,44,4,50,60,1,52,44,120,13,12,-4,0
10/3/2015,82,61,22,9,63,48,2,42,8,9,1,78,21,1
9/26/2015,1,2,1,14,1,1,1,48,16,13,13,17,-1,0
9/26/2015,2,3,1,16,1,1,1,48,16,13,13,17,-1,0
9/26/2015,34,37,3,38,1,1,1,48,16,13,13,17,-3,0
9/26/2015,70,54,54,2,1,1,1,48,16,13,13,17,16,1
9/26/2015,72,60,60,2,1,1,1,48,16,13,13,17,12,1
9/26/2015,79,62,62,2,1,1,1,48,16,13,13,17,17,1
9/26/2015,99,79,79,2,1,1,1,48,16,13,13,17,20,1
9/26/2015,12,15,5,3,2,3,2,59,2,2,1,251,-3,0
9/26/2015,3,1,1,2,4,2,2,62,1,1,1,251,2,1
9/26/2015,16,22,2,6,5,5,1,63,13,21,13,226,-6,0
9/26/2015,39,39,21,6,5,5,1,63,13,21,13,226,0,1
9/26/2015,10,12,10,18,9,8,2,63,24,24,1,89,-2,0
9/26/2015,32,34,2,49,9,8,2,63,24,24,1,89,-2,0
9/26/2015,14,19,4,16,12,15,1,31,7,12,13,38,-5,0
9/26/2015,24,23,3,6,18,13,1,63,10,9,13,200,1,1
9/26/2015,11,11,11,11,19,9,1,34,6,5,13,241,0,1
9/26/2015,100,98,31,17,30,16,1,63,19,7,13,250,2,1
9/26/2015,87,120,60,2,35,34,1,63,11,11,13,224,-33,0
9/26/2015,61,58,22,8,48,17,2,41,9,4,1,77,3,1
9/26/2015,69,74,67,5,86,91,1,4,18,26,13,62,-5,0
9/19/2015,2,1,1,13,1,1,1,47,13,10,13,16,1,1
9/19/2015,3,4,1,15,1,1,1,47,13,10,13,16,-1,0
9/19/2015,37,37,3,37,1,1,1,47,13,10,13,16,0,1
9/19/2015,54,120,54,1,1,1,1,47,13,10,13,16,-66,0
9/19/2015,60,120,60,1,1,1,1,47,13,10,13,16,-60,0
9/19/2015,62,120,62,1,1,1,1,47,13,10,13,16,-58,0
9/19/2015,79,120,79,1,1,1,1,47,13,10,13,16,-41,0
9/19/2015,100,120,12,1,1,1,1,47,13,10,13,16,-20,0
9/19/2015,1,120,1,1,2,8,2,61,1,1,1,250,-119,0
9/19/2015,15,120,5,2,3,3,2,58,2,3,1,250,-105,0
9/19/2015,22,29,2,5,5,4,1,62,21,24,13,225,-7,0
9/19/2015,39,39,21,5,5,4,1,62,21,24,13,225,0,1
9/19/2015,12,12,10,17,8,7,2,62,24,19,1,88,0,1
9/19/2015,34,34,2,48,8,7,2,62,24,19,1,88,0,1
9/19/2015,11,17,11,10,9,21,1,33,5,7,13,240,-6,0
9/19/2015,23,14,3,5,13,10,1,62,9,9,13,199,9,1
9/19/2015,19,20,4,15,15,17,1,30,12,11,13,37,-1,0
9/19/2015,98,120,31,16,16,31,1,62,7,12,13,249,-22,0
9/19/2015,58,47,22,7,17,16,2,40,4,2,1,76,11,1
9/19/2015,95,120,95,1,17,16,2,40,4,2,1,76,-25,0
9/19/2015,36,33,2,34,18,19,2,62,49,120,1,153,3,1
9/19/2015,74,67,67,4,91,87,1,3,26,17,13,61,7,1
9/12/2015,1,2,1,12,1,3,1,46,10,16,13,15,-1,0
9/12/2015,4,5,1,14,1,3,1,46,10,16,13,15,-1,0
9/12/2015,37,33,3,36,1,3,1,46,10,16,13,15,4,1
9/12/2015,29,34,2,4,4,5,1,61,24,22,13,224,-5,0
9/12/2015,39,35,21,4,4,5,1,61,24,22,13,224,4,1
9/12/2015,12,15,10,16,7,1,2,61,19,36,1,87,-3,0
9/12/2015,34,30,2,47,7,1,2,61,19,36,1,87,4,1
9/12/2015,14,31,3,4,10,13,1,61,9,3,13,198,-17,0
9/12/2015,47,42,22,6,16,19,2,39,2,6,1,75,5,1
9/12/2015,20,32,4,14,17,21,1,29,11,9,13,36,-12,0
9/12/2015,17,17,11,9,21,15,1,32,7,5,13,239,0,1
9/12/2015,96,120,60,1,42,32,1,61,14,11,13,222,-24,0
9/12/2015,45,45,15,23,49,46,2,57,16,21,1,238,0,1
9/12/2015,48,46,3,34,67,62,1,45,46,43,13,103,2,1
9/12/2015,97,65,51,3,68,55,1,35,50,30,13,96,32,1
9/12/2015,67,68,67,3,87,80,1,2,17,15,13,60,-1,0
9/5/2015,15,15,10,15,1,7,2,60,36,19,1,86,0,1
9/5/2015,30,31,2,46,1,7,2,60,36,19,1,86,-1,0
9/5/2015,2,2,1,11,3,3,1,45,16,29,13,14,0,1
9/5/2015,5,5,1,13,3,3,1,45,16,29,13,14,0,1
9/5/2015,33,34,3,35,3,3,1,45,16,29,13,14,-1,0
9/5/2015,34,57,2,3,5,6,1,60,22,20,13,223,-23,0
9/5/2015,35,32,21,3,5,6,1,60,22,20,13,223,3,1
9/5/2015,31,26,3,3,13,13,1,60,3,9,13,197,5,1
9/5/2015,17,16,11,8,15,20,1,31,5,8,13,238,1,1
9/5/2015,42,41,22,5,19,26,2,38,6,4,1,74,1,1
9/5/2015,100,120,100,1,19,26,2,38,6,4,1,74,-20,0
9/5/2015,32,35,4,13,21,22,1,28,9,7,13,35,-3,0
9/5/2015,45,36,15,22,46,46,2,56,21,22,1,237,9,1
9/5/2015,65,51,51,2,55,44,1,34,30,30,13,95,14,1
9/5/2015,46,38,3,33,62,55,1,44,43,120,13,102,8,1
9/5/2015,68,99,67,2,80,120,1,1,15,14,13,59,-31,0
8/29/2015,37,37,26,13,1,13,1,59,33,120,13,2,0,1
8/29/2015,63,120,30,2,1,13,1,59,33,120,13,2,-57,0
8/29/2015,2,1,1,10,3,1,1,44,29,33,13,13,1,1
8/29/2015,5,11,1,12,3,1,1,44,29,33,13,13,-6,0
8/29/2015,34,32,3,34,3,1,1,44,29,33,13,13,2,1
8/29/2015,32,21,21,2,6,2,1,59,20,9,13,222,11,1
8/29/2015,57,66,2,2,6,2,1,59,20,9,13,222,-9,0
8/29/2015,15,19,10,14,7,7,2,59,19,21,1,85,-4,0
8/29/2015,31,30,2,45,7,7,2,59,19,21,1,85,1,1
8/29/2015,24,26,22,19,9,11,1,49,48,120,13,8,-2,0
8/29/2015,26,3,3,2,13,4,1,59,9,7,13,196,23,1
8/29/2015,83,73,31,15,17,17,1,59,5,4,13,246,10,1
8/29/2015,16,20,11,7,20,27,1,30,8,12,13,237,-4,0
8/29/2015,35,42,4,12,22,32,1,27,7,10,13,34,-7,0
8/29/2015,41,34,22,4,26,26,2,37,4,5,1,73,7,1
8/29/2015,51,120,51,1,44,120,1,33,30,38,13,94,-69,0
8/29/2015,36,33,15,21,46,25,2,55,22,6,1,236,3,1
8/29/2015,64,67,51,5,73,89,1,9,47,120,13,3,-3,0
8/22/2015,1,2,1,9,1,1,1,43,33,20,13,12,-1,0
8/22/2015,11,11,1,11,1,1,1,43,33,20,13,12,0,1
8/22/2015,32,30,3,33,1,1,1,43,33,20,13,12,2,1
8/22/2015,21,120,21,1,2,6,1,58,9,7,13,221,-99,0
8/22/2015,66,120,2,1,2,6,1,58,9,7,13,221,-54,0
8/22/2015,78,120,78,1,2,6,1,58,9,7,13,221,-42,0
8/22/2015,3,120,3,1,4,28,1,58,7,4,13,195,-117,0
8/22/2015,19,20,10,13,7,4,2,58,21,40,1,84,-1,0
8/22/2015,30,28,2,44,7,4,2,58,21,40,1,84,2,1
8/22/2015,73,62,31,14,17,13,1,58,4,2,13,245,11,1
8/22/2015,33,31,15,20,25,46,2,54,6,21,1,235,2,1
8/22/2015,34,54,22,3,26,42,2,36,5,8,1,72,-20,0
8/22/2015,20,19,11,6,27,27,1,29,12,15,13,236,1,1
8/22/2015,42,41,4,11,32,31,1,26,10,11,13,33,1,1
8/22/2015,36,33,3,31,56,60,1,42,50,31,13,101,3,1
8/15/2015,2,2,1,8,1,3,1,42,20,41,13,11,0,1
8/15/2015,11,11,1,10,1,3,1,42,20,41,13,11,0,1
8/15/2015,30,26,3,32,1,3,1,42,20,41,13,11,4,1
8/15/2015,50,47,1,50,2,2,2,53,3,4,1,245,3,1
8/15/2015,20,20,10,12,4,5,2,57,40,18,1,83,0,1
8/15/2015,28,27,2,43,4,5,2,57,40,18,1,83,1,1
8/15/2015,71,73,55,18,7,1,1,2,49,38,13,9,-2,0
8/15/2015,26,31,22,17,12,16,1,47,50,120,13,7,-5,0
8/15/2015,62,63,31,13,13,12,1,57,2,2,13,244,-1,0
8/15/2015,78,120,78,1,21,120,1,1,26,13,13,5,-42,0
8/15/2015,99,120,99,2,25,30,1,57,33,35,13,50,-21,0
8/15/2015,19,24,11,5,27,29,1,28,15,8,13,235,-5,0
8/15/2015,41,54,4,10,31,47,1,25,11,16,13,32,-13,0
8/15/2015,54,22,22,2,42,13,2,35,8,6,1,71,32,1
8/15/2015,31,28,15,19,46,39,2,53,21,17,1,234,3,1
8/15/2015,33,33,3,30,60,56,1,41,31,42,13,100,0,1
8/8/2015,73,64,55,17,1,120,1,1,38,32,13,9,9,1
8/8/2015,95,120,95,1,1,120,1,1,38,32,13,9,-25,0
8/8/2015,47,47,1,49,2,2,1,52,4,6,1,245,0,1
8/8/2015,2,2,1,7,3,1,1,41,41,30,13,11,0,1
8/8/2015,11,10,1,9,3,1,1,41,41,30,13,11,1,1
8/8/2015,26,22,3,31,3,1,1,41,41,30,13,11,4,1
8/8/2015,20,21,10,11,5,5,1,56,18,27,1,83,-1,0
8/8/2015,27,24,2,42,5,5,1,56,18,27,1,83,3,1
8/8/2015,63,54,31,12,12,11,2,56,2,5,13,244,9,1
8/8/2015,22,120,22,1,13,58,1,34,6,2,1,71,-98,0
8/8/2015,24,31,11,4,29,32,3,27,8,7,13,235,-7,0
8/8/2015,28,23,15,18,39,31,2,52,17,13,1,234,5,1
8/8/2015,54,57,4,9,47,33,2,24,16,9,13,32,-3,0
8/8/2015,33,32,3,29,56,52,7,40,42,38,13,100,1,1
8/1/2015,2,3,1,6,1,3,1,40,30,20,13,9,-1,0
8/1/2015,10,12,1,8,1,3,1,40,30,20,13,9,-2,0
8/1/2015,22,18,3,30,1,3,1,40,30,20,13,9,4,1
8/1/2015,47,50,1,48,2,2,2,51,6,2,1,243,-3,0
8/1/2015,48,48,6,32,2,2,2,51,6,2,1,243,0,1
8/1/2015,96,88,88,2,4,1,1,5,21,16,13,34,8,1
8/1/2015,21,24,10,10,5,4,2,55,27,13,1,81,-3,0
8/1/2015,24,26,2,41,5,4,2,55,27,13,1,81,-2,0
8/1/2015,54,44,31,11,11,8,1,55,5,4,13,242,10,1
8/1/2015,23,22,15,17,31,24,2,51,13,12,1,232,1,1
8/1/2015,31,28,11,3,32,26,1,26,7,3,13,233,3,1
8/1/2015,57,55,4,8,33,53,1,23,9,14,13,30,2,1
8/1/2015,32,33,3,28,52,48,1,39,38,32,13,98,-1,0
7/25/2015,88,120,88,1,1,1,1,4,16,16,13,33,-32,0
7/25/2015,48,48,6,31,2,2,2,50,2,1,1,242,0,1
7/25/2015,50,46,1,47,2,2,2,50,2,1,1,242,4,1
7/25/2015,3,6,1,5,3,3,1,39,20,34,13,8,-3,0
7/25/2015,12,19,1,7,3,3,1,39,20,34,13,8,-7,0
7/25/2015,18,16,3,29,3,3,1,39,20,34,13,8,2,1
7/25/2015,24,25,10,9,4,5,2,54,13,15,1,80,-1,0
7/25/2015,26,24,2,40,4,5,2,54,13,15,1,80,2,1
7/25/2015,44,41,31,10,8,8,1,54,4,4,13,241,3,1
7/25/2015,22,15,15,16,24,15,2,50,12,5,1,231,7,1
7/25/2015,28,36,11,2,26,19,1,25,3,3,13,232,-8,0
7/25/2015,33,28,3,27,48,50,1,38,32,35,13,97,5,1
7/25/2015,55,62,4,7,53,58,1,22,14,17,13,29,-7,0
7/18/2015,46,39,1,46,2,1,2,49,1,1,1,241,7,1
7/18/2015,48,41,6,30,2,1,2,49,1,1,1,241,7,1
7/18/2015,50,45,1,36,2,1,2,49,1,1,1,241,5,1
7/18/2015,6,6,1,4,3,3,1,38,34,30,13,7,0,1
7/18/2015,16,16,3,28,3,3,1,38,34,30,13,7,0,1
7/18/2015,19,23,1,6,3,3,1,38,34,30,13,7,-4,0
7/18/2015,21,18,2,25,4,4,2,53,42,120,1,152,3,1
7/18/2015,27,24,23,8,4,4,2,53,42,120,1,152,3,1
7/18/2015,24,22,2,39,5,5,2,53,15,18,1,79,2,1
7/18/2015,25,30,10,8,5,5,2,53,15,18,1,79,-5,0
7/18/2015,41,33,31,9,8,7,1,53,4,4,13,240,8,1
7/18/2015,94,87,53,20,10,15,1,53,20,27,13,216,7,1
7/18/2015,15,28,15,15,15,34,2,49,5,10,1,230,-13,0
7/18/2015,42,47,22,13,16,20,1,43,32,23,13,6,-5,0
7/18/2015,36,120,11,1,19,120,1,24,3,12,13,231,-84,0
7/18/2015,28,26,3,26,50,46,1,37,35,31,13,96,2,1
7/18/2015,62,56,4,6,58,32,1,21,17,5,13,28,6,1
7/11/2015,39,40,1,45,1,1,2,48,1,2,1,240,-1,0
7/11/2015,41,38,6,29,1,1,2,48,1,2,1,240,3,1
7/11/2015,45,42,1,35,1,1,2,48,1,2,1,240,3,1
