@relation 'social_s (1)'

@attribute Date {4/8/2017,4/1/2017,3/25/2017,3/18/2017,3/11/2017,3/4/2017,2/25/2017,2/18/2017,2/11/2017,2/4/2017,1/28/2017,1/21/2017,1/14/2017,1/7/2017,12/31/2016,12/24/2016,12/17/2016,12/10/2016,12/3/2016,11/26/2016,11/19/2016,11/12/2016,11/5/2016,10/29/2016,10/22/2016,10/15/2016,10/8/2016,10/1/2016,9/24/2016,9/17/2016,9/10/2016,9/3/2016,8/27/2016,8/20/2016,8/13/2016,8/6/2016,7/30/2016,7/23/2016,7/16/2016,7/9/2016,7/2/2016,6/25/2016,6/18/2016,6/11/2016,6/4/2016,5/28/2016,5/21/2016,5/14/2016,5/7/2016,4/30/2016,4/23/2016,4/16/2016,4/9/2016,4/2/2016,3/26/2016,3/19/2016,3/12/2016,3/5/2016,2/27/2016,2/20/2016,2/13/2016,2/6/2016,1/30/2016,1/23/2016,1/16/2016,1/9/2016,1/2/2016,12/26/2015,12/19/2015,12/12/2015,12/5/2015,11/28/2015,11/21/2015,11/14/2015,11/7/2015,10/31/2015,10/24/2015,10/17/2015,10/10/2015,10/3/2015,9/26/2015,9/19/2015,9/12/2015,9/5/2015,8/29/2015,8/22/2015,8/15/2015,8/8/2015,8/1/2015,7/25/2015,7/18/2015,7/11/2015,7/4/2015,6/27/2015,6/20/2015,6/13/2015,6/6/2015,5/30/2015,5/23/2015,5/16/2015,5/9/2015,5/2/2015,4/25/2015,4/18/2015,4/11/2015,4/4/2015,3/28/2015,3/21/2015,3/14/2015,3/7/2015,2/28/2015,2/21/2015,2/14/2015,2/7/2015,1/31/2015,1/24/2015,1/17/2015,1/10/2015,1/3/2015,12/27/2014,12/20/2014,12/13/2014,12/6/2014,11/29/2014,11/22/2014,11/15/2014,11/8/2014,11/1/2014,10/25/2014,10/18/2014,10/11/2014,10/4/2014,9/27/2014,9/20/2014,9/13/2014,9/6/2014,8/30/2014,8/23/2014,8/16/2014,8/9/2014,8/2/2014,7/26/2014}
@attribute S_rank numeric
@attribute S_last_week numeric
@attribute S_peak_position numeric
@attribute S_wks_on_rank numeric
@attribute A_rank numeric
@attribute A_last_week numeric
@attribute A_peak_position numeric
@attribute A_wks_on_rank numeric
@attribute O_rank numeric
@attribute O_last_week numeric
@attribute O_peak_position numeric
@attribute O_wks_on_rank numeric
@attribute Cls numeric
@attribute Class numeric

@data
6/4/2016,75,92,75,3,1,1,1,99,9,11,13,262,-17,0
6/4/2016,83,120,61,2,1,1,1,99,9,11,13,262,-37,0
6/4/2016,84,120,54,2,1,1,1,99,9,11,13,262,-36,0
6/4/2016,85,120,68,2,1,1,1,99,9,11,13,262,-35,0
6/4/2016,40,31,11,4,2,2,2,97,26,20,1,284,9,1
6/4/2016,63,47,10,4,2,2,2,97,26,20,1,284,16,1
6/4/2016,74,48,13,4,2,2,2,97,26,20,1,284,26,1
6/4/2016,19,19,3,11,3,13,1,97,16,25,13,53,0,1
6/4/2016,39,120,13,1,3,13,1,97,16,25,13,53,-81,0
6/4/2016,11,11,1,27,5,7,2,98,1,1,1,287,0,1
6/4/2016,29,24,1,30,5,7,2,98,1,1,1,287,5,1
6/4/2016,10,10,7,16,6,6,2,95,5,8,1,276,0,1
6/4/2016,78,62,62,7,6,6,2,95,5,8,1,276,16,1
6/4/2016,3,1,1,2,7,5,2,53,14,6,1,250,2,1
6/4/2016,14,16,8,10,8,11,1,97,2,3,13,183,-2,0
6/4/2016,15,13,2,35,10,16,1,57,47,48,13,11,2,1
6/4/2016,36,45,5,10,10,16,1,57,47,48,13,11,-9,0
6/4/2016,9,9,1,16,20,17,1,17,10,4,13,17,0,1
6/4/2016,27,25,17,20,21,23,1,21,49,47,13,3,2,1
6/4/2016,93,120,93,1,26,120,1,1,19,17,13,4,-27,0
6/4/2016,17,17,9,31,39,34,1,23,50,120,13,1,0,1
6/4/2016,41,34,4,52,47,47,1,67,8,19,13,74,7,1
5/28/2016,35,34,16,2,1,1,1,98,11,6,13,261,1,1
5/28/2016,49,33,33,2,1,1,1,98,11,6,13,261,16,1
5/28/2016,56,40,40,2,1,1,1,98,11,6,13,261,16,1
5/28/2016,66,49,49,2,1,1,1,98,11,6,13,261,17,1
5/28/2016,73,45,45,2,1,1,1,98,11,6,13,261,28,1
5/28/2016,74,53,53,2,1,1,1,98,11,6,13,261,21,1
5/28/2016,80,44,44,2,1,1,1,98,11,6,13,261,36,1
5/28/2016,92,75,75,2,1,1,1,98,11,6,13,261,17,1
5/28/2016,31,11,11,3,2,2,2,96,20,12,1,283,20,1
5/28/2016,47,19,10,3,2,2,2,96,20,12,1,283,28,1
5/28/2016,48,16,13,3,2,2,2,96,20,12,1,283,32,1
5/28/2016,1,120,1,1,5,73,2,52,6,22,1,249,-119,0
5/28/2016,10,13,7,15,6,5,2,94,8,11,1,275,-3,0
5/28/2016,62,76,62,6,6,5,2,94,8,11,1,275,-14,0
5/28/2016,11,10,1,26,7,4,2,97,1,1,1,286,1,1
5/28/2016,24,27,1,29,7,4,2,97,1,1,1,286,-3,0
5/28/2016,16,18,8,9,11,15,1,96,3,3,13,182,-2,0
5/28/2016,83,120,13,1,11,15,1,96,3,3,13,182,-37,0
5/28/2016,19,12,3,10,13,10,1,96,25,24,13,52,7,1
5/28/2016,13,15,2,34,16,9,1,56,48,120,13,10,-2,0
5/28/2016,45,58,5,9,16,9,1,56,48,120,13,10,-13,0
5/28/2016,9,8,1,15,17,13,1,16,4,9,13,16,1,1
5/28/2016,25,26,17,19,23,20,1,20,47,50,13,2,-1,0
5/28/2016,61,81,46,21,23,20,1,20,47,50,13,2,-20,0
5/28/2016,34,36,4,51,47,31,1,66,19,8,13,73,-2,0
5/28/2016,76,120,76,2,96,120,1,12,14,14,13,272,-44,0
5/21/2016,33,120,33,1,1,3,1,97,6,2,13,260,-87,0
5/21/2016,34,120,16,1,1,3,1,97,6,2,13,260,-86,0
5/21/2016,40,120,40,1,1,3,1,97,6,2,13,260,-80,0
5/21/2016,44,120,44,1,1,3,1,97,6,2,13,260,-76,0
5/21/2016,45,120,45,1,1,3,1,97,6,2,13,260,-75,0
5/21/2016,49,120,49,1,1,3,1,97,6,2,13,260,-71,0
5/21/2016,53,120,53,1,1,3,1,97,6,2,13,260,-67,0
5/21/2016,54,120,54,1,1,3,1,97,6,2,13,260,-66,0
5/21/2016,61,120,61,1,1,3,1,97,6,2,13,260,-59,0
5/21/2016,68,120,68,1,1,3,1,97,6,2,13,260,-52,0
5/21/2016,75,120,75,1,1,3,1,97,6,2,13,260,-45,0
5/21/2016,86,120,86,1,1,3,1,97,6,2,13,260,-34,0
5/21/2016,89,73,6,14,1,3,1,97,6,2,13,260,16,1
5/21/2016,11,11,11,2,2,2,2,95,12,7,1,282,0,1
5/21/2016,16,13,13,2,2,2,2,95,12,7,1,282,3,1
5/21/2016,19,10,10,2,2,2,2,95,12,7,1,282,9,1
5/21/2016,64,38,38,2,2,2,2,95,12,7,1,282,26,1
5/21/2016,66,41,41,2,2,2,2,95,12,7,1,282,25,1
5/21/2016,70,37,37,2,2,2,2,95,12,7,1,282,33,1
5/21/2016,71,43,43,2,2,2,2,95,12,7,1,282,28,1
5/21/2016,73,47,47,2,2,2,2,95,12,7,1,282,26,1
5/21/2016,10,15,1,25,4,4,2,96,1,1,1,285,-5,0
5/21/2016,27,31,1,28,4,4,2,96,1,1,1,285,-4,0
5/21/2016,13,22,7,14,5,5,2,93,11,15,1,274,-9,0
5/21/2016,76,67,62,5,5,5,2,93,11,15,1,274,9,1
5/21/2016,12,12,3,9,10,7,1,95,24,29,13,51,0,1
5/21/2016,8,9,1,14,13,13,1,15,9,8,13,15,-1,0
5/21/2016,18,21,8,8,15,11,1,95,3,3,13,181,-3,0
5/21/2016,26,32,17,18,20,20,1,19,50,120,13,1,-6,0
5/21/2016,81,76,46,20,20,20,1,19,50,120,13,1,5,1
5/21/2016,95,83,34,5,24,16,2,47,38,120,1,80,12,1
5/21/2016,98,82,37,5,24,16,2,47,38,120,1,80,16,1
5/21/2016,36,45,4,50,31,26,1,65,8,5,13,72,-9,0
5/21/2016,83,58,23,14,77,68,1,24,21,24,13,50,25,1
5/14/2016,8,20,1,23,1,1,1,4,17,2,13,2,-12,0
5/14/2016,20,29,6,24,1,1,1,4,17,2,13,2,-9,0
5/14/2016,27,41,12,30,1,1,1,4,17,2,13,2,-14,0
5/14/2016,10,120,10,1,2,57,2,94,7,13,1,281,-110,0
5/14/2016,11,120,11,1,2,57,2,94,7,13,1,281,-109,0
5/14/2016,13,120,13,1,2,57,2,94,7,13,1,281,-107,0
5/14/2016,37,120,37,1,2,57,2,94,7,13,1,281,-83,0
5/14/2016,38,120,38,1,2,57,2,94,7,13,1,281,-82,0
5/14/2016,41,120,41,1,2,57,2,94,7,13,1,281,-79,0
5/14/2016,43,120,43,1,2,57,2,94,7,13,1,281,-77,0
5/14/2016,47,120,47,1,2,57,2,94,7,13,1,281,-73,0
5/14/2016,73,66,6,13,3,3,1,96,2,10,13,259,7,1
5/14/2016,15,9,1,24,4,2,2,95,1,1,1,284,6,1
5/14/2016,31,21,1,27,4,2,2,95,1,1,1,284,10,1
5/14/2016,91,58,53,12,4,2,2,95,1,1,1,284,33,1
5/14/2016,22,23,7,13,5,4,2,92,15,4,1,273,-1,0
5/14/2016,67,70,62,4,5,4,2,92,15,4,1,273,-3,0
5/14/2016,92,75,60,18,6,10,1,81,44,25,13,47,17,1
5/14/2016,12,7,3,8,7,5,1,94,29,48,13,50,5,1
5/14/2016,21,15,8,7,11,14,1,94,3,3,13,180,6,1
5/14/2016,80,73,41,2,12,11,1,41,43,120,13,30,7,1
5/14/2016,9,8,1,13,13,15,1,14,8,8,13,14,1,1
5/14/2016,44,32,26,27,19,24,1,31,45,120,13,4,12,1
5/14/2016,50,37,13,31,19,24,1,31,45,120,13,4,13,1
5/14/2016,45,30,4,49,26,34,1,64,5,7,13,71,15,1
5/14/2016,70,57,20,20,56,46,1,96,12,20,13,257,13,1
5/14/2016,58,49,23,13,68,73,1,23,24,31,13,49,9,1
5/14/2016,74,67,42,6,93,120,1,55,47,120,13,67,7,1
5/7/2016,20,120,8,22,1,120,1,3,2,120,13,1,-100,0
5/7/2016,29,120,6,23,1,120,1,3,2,120,13,1,-91,0
5/7/2016,41,120,12,29,1,120,1,3,2,120,13,1,-79,0
5/7/2016,9,8,1,23,2,2,2,94,1,1,1,283,1,1
5/7/2016,21,16,1,26,2,2,2,94,1,1,1,283,5,1
5/7/2016,58,53,53,11,2,2,2,94,1,1,1,283,5,1
5/7/2016,66,51,6,12,3,3,1,95,10,12,13,258,15,1
5/7/2016,23,33,7,12,4,4,2,91,4,9,1,272,-10,0
5/7/2016,70,83,62,3,4,4,2,91,4,9,1,272,-13,0
5/7/2016,7,4,3,7,5,8,1,93,48,120,13,49,3,1
5/7/2016,13,11,2,31,6,6,1,53,45,43,13,9,2,1
5/7/2016,74,78,5,6,6,6,1,53,45,43,13,9,-4,0
5/7/2016,48,39,1,48,10,14,1,80,25,50,13,46,9,1
5/7/2016,75,72,60,17,10,14,1,80,25,50,13,46,3,1
5/7/2016,78,46,46,8,13,7,2,91,5,2,1,283,32,1
5/7/2016,15,14,8,6,14,16,1,93,3,3,13,179,1,1
5/7/2016,8,5,1,12,15,10,1,13,8,4,13,13,3,1
5/7/2016,35,24,7,20,23,19,1,82,6,5,13,281,11,1
5/7/2016,30,26,4,48,34,33,1,63,7,6,13,70,4,1
5/7/2016,57,37,20,19,46,41,1,95,20,14,13,256,20,1
5/7/2016,49,43,23,12,73,70,1,22,31,30,13,48,6,1
4/30/2016,8,6,1,22,2,1,2,93,1,1,1,282,2,1
4/30/2016,16,14,1,25,2,1,2,93,1,1,1,282,2,1
4/30/2016,53,57,53,10,2,1,2,93,1,1,1,282,-4,0
4/30/2016,51,45,6,11,3,2,1,94,12,11,13,257,6,1
4/30/2016,33,47,7,11,4,4,2,90,9,9,1,271,-14,0
4/30/2016,83,80,62,2,4,4,2,90,9,9,1,271,3,1
4/30/2016,11,11,2,30,6,9,1,52,43,34,13,8,0,1
4/30/2016,78,87,5,5,6,9,1,52,43,34,13,8,-9,0
4/30/2016,46,62,46,7,7,11,2,90,2,2,1,282,-16,0
4/30/2016,49,34,34,2,9,3,2,44,17,30,1,79,15,1
4/30/2016,54,37,37,2,9,3,2,44,17,30,1,79,17,1
4/30/2016,73,54,54,2,9,3,2,44,17,30,1,79,19,1
4/30/2016,86,71,71,2,9,3,2,44,17,30,1,79,15,1
4/30/2016,90,67,67,2,9,3,2,44,17,30,1,79,23,1
4/30/2016,5,4,1,11,10,8,1,12,4,7,13,12,1,1
4/30/2016,27,25,1,25,11,7,2,63,37,37,1,199,2,1
4/30/2016,39,42,1,47,14,12,1,79,50,32,13,45,-3,0
4/30/2016,72,77,60,16,14,12,1,79,50,32,13,45,-5,0
4/30/2016,14,13,8,5,16,13,1,92,3,3,13,178,1,1
4/30/2016,24,18,7,19,19,16,1,81,5,4,13,280,6,1
4/30/2016,23,20,12,20,30,29,1,55,49,47,13,11,3,1
4/30/2016,26,27,4,47,33,34,1,62,6,10,13,69,-1,0
4/30/2016,37,44,20,18,41,42,1,94,14,12,13,255,-7,0
4/30/2016,43,46,23,11,70,76,1,21,30,31,13,47,-3,0
4/23/2016,6,5,1,21,1,2,2,92,1,1,1,281,1,1
4/23/2016,14,13,1,24,1,2,2,92,1,1,1,281,1,1
4/23/2016,57,57,53,9,1,2,2,92,1,1,1,281,0,1
4/23/2016,45,36,6,10,2,6,1,93,11,13,13,256,9,1
4/23/2016,50,38,2,36,2,6,1,93,11,13,13,256,12,1
4/23/2016,34,120,34,1,3,66,2,43,30,6,1,78,-86,0
4/23/2016,37,120,37,1,3,66,2,43,30,6,1,78,-83,0
4/23/2016,54,120,54,1,3,66,2,43,30,6,1,78,-66,0
4/23/2016,67,120,67,1,3,66,2,43,30,6,1,78,-53,0
4/23/2016,71,120,71,1,3,66,2,43,30,6,1,78,-49,0
4/23/2016,84,120,84,1,3,66,2,43,30,6,1,78,-36,0
4/23/2016,92,120,92,1,3,66,2,43,30,6,1,78,-28,0
4/23/2016,99,120,99,1,3,66,2,43,30,6,1,78,-21,0
4/23/2016,47,59,7,10,4,3,2,89,9,5,1,270,-12,0
4/23/2016,80,120,62,1,4,3,2,89,9,5,1,270,-40,0
4/23/2016,25,19,1,24,7,4,2,62,37,16,1,198,6,1
4/23/2016,70,58,14,20,7,4,2,62,37,16,1,198,12,1
4/23/2016,4,4,1,10,8,1,1,11,7,4,13,11,0,1
4/23/2016,11,7,2,29,9,5,1,51,34,33,13,7,4,1
4/23/2016,87,88,5,4,9,5,1,51,34,33,13,7,-1,0
4/23/2016,3,3,3,5,10,7,1,91,43,41,13,48,0,1
4/23/2016,62,61,46,6,11,9,2,89,2,8,1,281,1,1
4/23/2016,42,33,1,46,12,8,1,78,32,120,13,44,9,1
4/23/2016,77,70,60,15,12,8,1,78,32,120,13,44,7,1
4/23/2016,13,12,8,4,13,10,1,91,3,2,13,177,1,1
4/23/2016,18,17,7,18,16,13,1,80,4,3,13,279,1,1
4/23/2016,28,24,13,28,20,18,1,28,44,120,13,3,4,1
4/23/2016,31,29,26,24,20,18,1,28,44,120,13,3,2,1
4/23/2016,20,16,12,19,29,23,1,54,47,48,13,10,4,1
4/23/2016,27,23,4,46,34,28,1,61,10,9,13,68,4,1
4/23/2016,44,37,20,17,42,34,1,93,12,11,13,254,7,1
4/23/2016,46,34,23,10,76,52,1,20,31,19,13,46,12,1
4/16/2016,4,8,1,9,1,10,1,10,4,4,13,10,-4,0
4/16/2016,73,93,55,3,1,10,1,10,4,4,13,10,-20,0
4/16/2016,5,3,1,20,2,1,2,91,1,1,1,280,2,1
4/16/2016,13,11,1,23,2,1,2,91,1,1,1,280,2,1
4/16/2016,41,37,1,31,2,1,2,91,1,1,1,280,4,1
4/16/2016,57,66,53,8,2,1,2,91,1,1,1,280,-9,0
4/16/2016,59,64,7,9,3,2,2,88,5,8,1,269,-5,0
4/16/2016,19,19,1,23,4,3,2,61,16,17,1,197,0,1
4/16/2016,58,50,14,19,4,3,2,61,16,17,1,197,8,1
4/16/2016,7,5,2,28,5,7,1,50,33,120,13,6,2,1
4/16/2016,88,96,5,3,5,7,1,50,33,120,13,6,-8,0
4/16/2016,36,33,6,9,6,5,1,92,13,15,13,255,3,1
4/16/2016,38,34,2,35,6,5,1,92,13,15,13,255,4,1
4/16/2016,3,6,3,4,7,6,1,90,41,22,13,47,-3,0
4/16/2016,61,62,46,5,9,11,2,88,8,14,1,280,-1,0
4/16/2016,12,13,8,3,10,8,1,90,2,3,13,176,-1,0
4/16/2016,17,15,7,17,13,13,1,79,3,5,13,278,2,1
4/16/2016,16,14,12,18,23,20,1,53,48,46,13,9,2,1
4/16/2016,23,22,4,45,28,28,1,60,9,12,13,67,1,1
4/16/2016,37,30,20,16,34,31,1,92,11,16,13,253,7,1
4/16/2016,96,87,43,10,44,37,1,76,29,30,13,134,9,1
4/16/2016,34,36,23,9,52,58,1,19,19,38,13,45,-2,0
4/16/2016,65,86,63,4,96,120,1,10,40,47,13,276,-21,0
4/9/2016,3,2,1,19,1,1,2,90,1,1,1,279,1,1
4/9/2016,11,8,1,22,1,1,2,90,1,1,1,279,3,1
4/9/2016,37,36,1,30,1,1,2,90,1,1,1,279,1,1
4/9/2016,66,77,53,7,1,1,2,90,1,1,1,279,-11,0
4/9/2016,64,71,7,8,2,2,2,87,8,9,1,268,-7,0
4/9/2016,19,16,1,22,3,3,2,60,17,31,1,196,3,1
4/9/2016,50,34,14,18,3,3,2,60,17,31,1,196,16,1
4/9/2016,33,31,6,8,5,4,1,91,15,16,13,254,2,1
4/9/2016,34,28,2,34,5,4,1,91,15,16,13,254,6,1
4/9/2016,6,12,3,3,6,10,1,89,22,120,13,46,-6,0
4/9/2016,13,10,8,2,8,9,1,89,3,2,13,175,3,1
4/9/2016,43,120,43,1,8,9,1,89,3,2,13,175,-77,0
4/9/2016,28,25,1,44,9,7,1,76,31,41,13,43,3,1
4/9/2016,52,47,12,20,9,7,1,76,31,41,13,43,5,1
4/9/2016,73,76,60,13,9,7,1,76,31,41,13,43,-3,0
4/9/2016,8,6,1,8,10,6,1,9,4,3,13,9,2,1
4/9/2016,93,55,55,2,10,6,1,9,4,3,13,9,38,1
4/9/2016,62,69,46,4,11,8,2,87,14,4,1,279,-7,0
4/9/2016,15,15,7,16,13,13,1,78,5,5,13,277,0,1
4/9/2016,48,45,5,28,13,13,1,78,5,5,13,277,3,1
4/9/2016,14,14,12,17,20,19,1,52,46,40,13,8,0,1
4/9/2016,22,20,4,44,28,31,1,59,12,21,13,66,2,1
4/9/2016,30,29,20,15,31,26,1,91,16,12,13,252,1,1
4/9/2016,87,72,43,9,37,33,1,75,30,38,13,133,15,1
4/9/2016,36,23,23,8,58,36,1,18,38,25,13,44,13,1
4/9/2016,42,120,42,1,71,120,1,53,36,120,13,65,-78,0
4/2/2016,2,2,1,18,1,2,2,89,1,1,1,278,0,1
4/2/2016,8,8,1,21,1,2,2,89,1,1,1,278,0,1
4/2/2016,36,34,1,29,1,2,2,89,1,1,1,278,2,1
4/2/2016,77,89,53,6,1,2,2,89,1,1,1,278,-12,0
4/2/2016,71,68,7,7,2,4,2,86,9,16,1,267,3,1
4/2/2016,16,12,1,21,3,3,2,59,31,35,1,195,4,1
4/2/2016,34,28,14,17,3,3,2,59,31,35,1,195,6,1
4/2/2016,28,27,2,33,4,5,1,90,16,22,13,253,1,1
4/2/2016,31,29,6,7,4,5,1,90,16,22,13,253,2,1
4/2/2016,4,3,2,26,5,6,1,48,50,50,13,5,1,1
4/2/2016,96,120,5,1,5,6,1,48,50,50,13,5,-24,0
4/2/2016,6,6,1,7,6,8,1,8,3,3,13,8,0,1
4/2/2016,55,120,55,1,6,8,1,8,3,3,13,8,-65,0
4/2/2016,25,24,1,43,7,7,1,75,41,27,13,42,1,1
4/2/2016,47,36,12,19,7,7,1,75,41,27,13,42,11,1
4/2/2016,50,45,1,41,7,7,1,75,41,27,13,42,5,1
4/2/2016,76,77,60,12,7,7,1,75,41,27,13,42,-1,0
4/2/2016,69,73,46,3,8,12,2,86,4,13,1,278,-4,0
4/2/2016,10,120,8,1,9,32,1,88,2,2,13,174,-110,0
4/2/2016,15,13,7,15,13,10,1,77,5,4,13,276,2,1
4/2/2016,45,35,5,27,13,10,1,77,5,4,13,276,10,1
4/2/2016,14,15,12,16,19,19,1,51,40,32,13,7,-1,0
4/2/2016,29,25,20,14,26,23,1,90,12,6,13,251,4,1
4/2/2016,20,17,4,43,31,27,1,58,21,12,13,65,3,1
4/2/2016,72,52,43,8,33,26,1,74,38,24,13,132,20,1
4/2/2016,23,58,23,7,36,63,1,17,25,11,13,43,-35,0
4/2/2016,63,66,63,2,86,95,1,9,47,48,13,274,-3,0
3/26/2016,79,120,79,1,1,52,1,65,37,28,13,11,-41,0
3/26/2016,90,120,90,1,1,52,1,65,37,28,13,11,-30,0
3/26/2016,2,2,1,17,2,1,2,88,1,1,1,277,0,1
3/26/2016,8,5,1,20,2,1,2,88,1,1,1,277,3,1
3/26/2016,34,29,1,28,2,1,2,88,1,1,1,277,5,1
3/26/2016,89,120,53,5,2,1,2,88,1,1,1,277,-31,0
3/26/2016,12,11,1,20,3,2,2,58,35,17,1,194,1,1
3/26/2016,28,23,14,16,3,2,2,58,35,17,1,194,5,1
3/26/2016,68,66,7,6,4,3,2,85,16,20,1,266,2,1
3/26/2016,27,24,2,32,5,4,1,89,22,22,13,252,3,1
3/26/2016,29,30,6,6,5,4,1,89,22,22,13,252,-1,0
3/26/2016,3,3,2,25,6,6,1,47,50,120,13,4,0,1
3/26/2016,24,21,1,42,7,7,1,74,27,31,13,41,3,1
3/26/2016,36,28,12,18,7,7,1,74,27,31,13,41,8,1
3/26/2016,45,39,1,40,7,7,1,74,27,31,13,41,6,1
3/26/2016,77,75,60,11,7,7,1,74,27,31,13,41,2,1
3/26/2016,6,6,1,6,8,13,1,7,3,18,13,7,0,1
3/26/2016,11,120,3,1,9,29,1,87,40,40,13,45,-109,0
3/26/2016,13,15,7,14,10,12,1,76,4,11,13,275,-2,0
3/26/2016,35,26,5,26,10,12,1,76,4,11,13,275,9,1
3/26/2016,73,120,46,2,12,9,2,85,13,5,1,277,-47,0
3/26/2016,15,16,12,15,19,19,1,50,32,46,13,6,-1,0
3/26/2016,25,20,20,13,23,20,1,89,6,13,13,250,5,1
3/26/2016,52,53,43,7,26,24,1,73,24,35,13,131,-1,0
3/26/2016,17,17,4,42,27,23,1,57,12,10,13,64,0,1
3/26/2016,58,58,23,6,63,69,1,16,11,19,13,42,0,1
3/26/2016,66,120,63,1,95,120,1,8,48,34,13,273,-54,0
3/19/2016,2,2,1,16,1,2,2,87,1,1,1,276,0,1
3/19/2016,5,4,1,19,1,2,2,87,1,1,1,276,1,1
3/19/2016,29,25,1,27,1,2,2,87,1,1,1,276,4,1
3/19/2016,11,8,1,19,2,1,2,57,17,13,1,193,3,1
3/19/2016,23,18,14,15,2,1,2,57,17,13,1,193,5,1
3/19/2016,66,64,7,5,3,3,2,84,20,3,1,265,2,1
3/19/2016,24,21,2,31,4,4,1,88,22,8,13,251,3,1
3/19/2016,30,32,6,5,4,4,1,88,22,8,13,251,-2,0
3/19/2016,21,22,1,41,7,6,1,73,31,120,13,40,-1,0
3/19/2016,28,19,12,17,7,6,1,73,31,120,13,40,9,1
3/19/2016,39,38,1,39,7,6,1,73,31,120,13,40,1,1
3/19/2016,75,76,60,10,7,6,1,73,31,120,13,40,-1,0
3/19/2016,15,11,7,13,12,8,1,75,11,9,13,274,4,1
3/19/2016,26,20,5,25,12,8,1,75,11,9,13,274,6,1
3/19/2016,6,6,1,5,13,13,1,6,18,4,13,6,0,1
3/19/2016,59,120,59,1,13,13,1,6,18,4,13,6,-61,0
3/19/2016,16,14,12,14,19,19,1,49,46,120,13,5,2,1
3/19/2016,20,36,20,12,20,25,1,88,13,24,13,249,-16,0
3/19/2016,17,16,4,41,23,22,1,56,10,15,13,63,1,1
3/19/2016,53,43,43,6,24,18,1,72,35,26,13,130,10,1
3/19/2016,87,79,10,20,37,23,1,88,23,7,13,225,8,1
3/19/2016,100,98,65,6,37,23,1,88,23,7,13,225,2,1
3/19/2016,95,120,95,1,58,99,2,14,4,18,1,274,-25,0
3/19/2016,58,67,23,5,69,48,1,15,19,6,13,41,-9,0
3/12/2016,8,7,1,18,1,1,2,56,13,17,1,192,1,1
3/12/2016,18,14,14,14,1,1,2,56,13,17,1,192,4,1
3/12/2016,2,2,1,15,2,2,2,86,1,1,1,275,0,1
3/12/2016,4,4,1,18,2,2,2,86,1,1,1,275,0,1
3/12/2016,25,25,1,26,2,2,2,86,1,1,1,275,0,1
3/12/2016,64,74,7,4,3,3,2,83,3,11,1,264,-10,0
3/12/2016,21,19,2,30,4,4,1,87,8,13,13,250,2,1
3/12/2016,32,31,6,4,4,4,1,87,8,13,13,250,1,1
3/12/2016,3,3,2,23,5,7,1,45,34,120,13,3,0,1
3/12/2016,46,46,5,27,7,6,2,83,20,3,1,275,0,1
3/12/2016,77,53,18,10,7,6,2,83,20,3,1,275,24,1
3/12/2016,11,11,7,12,8,9,1,74,9,8,13,273,0,1
3/12/2016,20,17,5,24,8,9,1,74,9,8,13,273,3,1
3/12/2016,6,6,1,4,13,13,1,5,4,4,13,5,0,1
3/12/2016,33,28,13,16,16,10,2,51,39,120,1,155,5,1
3/12/2016,43,62,43,5,18,25,1,71,26,28,13,129,-19,0
3/12/2016,16,13,4,40,22,21,1,55,15,12,13,62,3,1
3/12/2016,79,72,10,19,23,30,1,87,7,16,13,224,7,1
3/12/2016,98,96,65,5,23,30,1,87,7,16,13,224,2,1
3/12/2016,36,50,20,11,25,27,1,87,24,20,13,248,-14,0
3/12/2016,67,80,23,4,48,90,1,14,6,31,13,40,-13,0
3/12/2016,48,51,45,14,60,61,1,30,33,40,13,4,-3,0
3/5/2016,7,6,1,17,1,2,2,55,17,24,1,191,1,1
3/5/2016,14,20,14,13,1,2,2,55,17,24,1,191,-6,0
3/5/2016,77,120,77,1,1,2,2,55,17,24,1,191,-43,0
3/5/2016,2,1,1,14,2,1,2,85,1,1,1,274,1,1
3/5/2016,4,3,1,17,2,1,2,85,1,1,1,274,1,1
3/5/2016,25,23,1,25,2,1,2,85,1,1,1,274,2,1
3/5/2016,74,84,7,3,3,5,2,82,11,11,1,263,-10,0
3/5/2016,19,16,2,29,4,6,1,86,13,10,13,249,3,1
3/5/2016,31,26,6,3,4,6,1,86,13,10,13,249,5,1
3/5/2016,15,14,12,15,5,7,1,71,19,33,13,39,1,1
3/5/2016,27,25,1,39,5,7,1,71,19,33,13,39,2,1
3/5/2016,32,42,1,37,5,7,1,71,19,33,13,39,-10,0
3/5/2016,82,95,60,8,5,7,1,71,19,33,13,39,-13,0
3/5/2016,46,38,5,26,6,10,2,82,3,14,1,274,8,1
3/5/2016,53,51,18,9,6,10,2,82,3,14,1,274,2,1
3/5/2016,11,12,7,11,9,9,1,73,8,6,13,272,-1,0
3/5/2016,17,18,5,23,9,9,1,73,8,6,13,272,-1,0
3/5/2016,6,7,1,3,13,13,1,4,4,2,13,4,-1,0
3/5/2016,12,15,12,12,20,20,1,47,44,49,13,4,-3,0
3/5/2016,13,10,4,39,21,19,1,54,12,7,13,61,3,1
3/5/2016,48,41,13,22,25,22,1,70,28,22,13,128,7,1
3/5/2016,62,66,43,4,25,22,1,70,28,22,13,128,-4,0
3/5/2016,50,50,20,10,27,27,1,86,20,23,13,247,0,1
3/5/2016,72,63,10,18,30,24,1,86,16,16,13,223,9,1
3/5/2016,96,96,65,4,30,24,1,86,16,16,13,223,0,1
