rank,last_wks,peak_position,wks_on_rank,date,album,artist,social,label,Class
22,27,1,40,3/12/2016,6.00E+00,6.00E+00,1.20E+02,1.00E+00,TRUE
23,26,23,23,3/12/2016,9.90E+01,5.80E+01,1.20E+02,-1.00E+00,FALSE
24,23,12,23,3/12/2016,2.80E+01,1.20E+02,1.20E+02,1.00E+00,TRUE
25,25,1,26,3/12/2016,3.00E+00,2.00E+00,1.00E+00,-1.00E+00,FALSE
26,21,5,30,3/12/2016,5.40E+01,4.10E+01,1.20E+02,-1.00E+00,FALSE
27,30,23,19,3/12/2016,2.50E+02,7.00E+01,1.20E+02,-1.00E+00,FALSE
28,45,19,8,3/12/2016,5.50E+01,4.30E+01,1.20E+02,1.00E+00,TRUE
29,40,17,8,3/12/2016,9.00E+00,1.70E+01,1.20E+02,1.00E+00,TRUE
30,34,4,35,3/12/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
31,29,8,34,3/12/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
32,31,6,4,3/12/2016,3.70E+01,4.00E+00,8.00E+00,1.00E+00,TRUE
33,28,13,16,3/12/2016,2.40E+01,1.60E+01,3.90E+01,-1.00E+00,FALSE
34,33,10,34,3/12/2016,6.50E+01,5.10E+01,1.20E+02,-1.00E+00,FALSE
35,38,16,10,3/12/2016,2.30E+01,4.00E+01,1.20E+02,-1.00E+00,FALSE
36,50,20,11,3/12/2016,2.70E+01,2.50E+01,2.40E+01,1.00E+00,TRUE
37,43,26,18,3/12/2016,1.00E+01,1.50E+01,1.20E+02,1.00E+00,TRUE
38,32,1,38,3/12/2016,6.00E+00,6.00E+00,1.20E+02,-1.00E+00,FALSE
39,35,21,23,3/12/2016,3.20E+01,2.90E+01,1.20E+02,1.00E+00,TRUE
40,36,16,25,3/12/2016,8.10E+01,6.70E+01,1.20E+02,-1.00E+00,FALSE
41,41,37,15,3/12/2016,6.00E+01,3.40E+01,1.20E+02,-1.00E+00,FALSE
42,39,14,25,3/12/2016,2.50E+02,7.80E+01,1.20E+02,-1.00E+00,FALSE
43,62,43,5,3/12/2016,3.90E+01,1.80E+01,2.60E+01,-1.00E+00,FALSE
44,42,42,8,3/12/2016,4.50E+01,3.60E+01,1.20E+02,-1.00E+00,FALSE
45,44,1,51,3/12/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
46,46,5,27,3/12/2016,1.20E+01,7.00E+00,2.00E+01,-1.00E+00,FALSE
47,56,44,8,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
48,51,45,14,3/12/2016,1.93E+02,6.00E+01,3.30E+01,-1.00E+00,FALSE
49,49,4,47,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
50,55,31,11,3/12/2016,2.50E+02,6.40E+01,1.20E+02,1.00E+00,TRUE
51,37,20,15,3/12/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
52,61,35,7,3/12/2016,1.13E+02,6.80E+01,1.20E+02,-1.00E+00,FALSE
53,59,18,3,3/12/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
54,66,54,9,3/12/2016,2.50E+02,7.20E+01,1.20E+02,-1.00E+00,FALSE
55,63,50,5,3/12/2016,1.08E+02,7.30E+01,1.20E+02,1.00E+00,TRUE
56,52,38,14,3/12/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
57,70,20,6,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
58,83,13,2,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
59,64,52,14,3/12/2016,1.15E+02,6.60E+01,1.20E+02,1.00E+00,TRUE
60,57,49,12,3/12/2016,2.50E+02,9.70E+01,1.20E+02,-1.00E+00,FALSE
61,67,46,10,3/12/2016,9.00E+00,1.70E+01,1.20E+02,-1.00E+00,FALSE
62,69,53,9,3/12/2016,9.60E+01,5.40E+01,1.20E+02,1.00E+00,TRUE
63,71,60,10,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
64,74,7,4,3/12/2016,2.00E+00,3.00E+00,3.00E+00,-1.00E+00,FALSE
65,58,52,10,3/12/2016,1.03E+02,5.50E+01,1.20E+02,-1.00E+00,FALSE
66,65,65,3,3/12/2016,1.50E+01,1.40E+01,1.20E+02,-1.00E+00,FALSE
67,80,23,4,3/12/2016,5.70E+01,4.80E+01,6.00E+00,1.00E+00,TRUE
68,54,54,2,3/12/2016,2.50E+02,8.80E+01,1.20E+02,-1.00E+00,FALSE
69,60,58,17,3/12/2016,1.42E+02,9.00E+01,1.20E+02,-1.00E+00,FALSE
70,73,68,8,3/12/2016,5.00E+00,1.10E+01,1.20E+02,-1.00E+00,FALSE
71,79,50,5,3/12/2016,1.09E+02,7.60E+01,1.20E+02,1.00E+00,TRUE
72,78,52,5,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
73,88,30,3,3/12/2016,9.50E+01,7.10E+01,1.20E+02,1.00E+00,TRUE
74,86,40,2,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
75,120,24,1,3/12/2016,1.28E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
76,82,60,9,3/12/2016,6.00E+00,6.00E+00,1.20E+02,1.00E+00,TRUE
77,53,18,10,3/12/2016,1.20E+01,7.00E+00,2.00E+01,-1.00E+00,FALSE
78,87,35,4,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
79,72,10,19,3/12/2016,3.80E+01,2.30E+01,7.00E+00,-1.00E+00,FALSE
80,85,78,2,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
81,120,3,2,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
82,92,57,2,3/12/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
83,89,71,3,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
84,68,68,11,3/12/2016,6.30E+01,9.30E+01,1.20E+02,-1.00E+00,FALSE
85,120,57,1,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
86,84,67,11,3/12/2016,1.00E+01,1.50E+01,1.20E+02,-1.00E+00,FALSE
87,120,87,1,3/12/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
88,120,42,1,3/12/2016,5.60E+01,6.50E+01,1.20E+02,1.00E+00,TRUE
89,91,64,9,3/12/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
90,120,65,4,3/12/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
91,120,50,1,3/12/2016,5.40E+01,4.10E+01,1.20E+02,1.00E+00,TRUE
92,98,64,2,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
93,120,81,1,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
94,120,35,1,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
95,95,71,18,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
96,120,1,1,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
97,81,1,2,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
98,96,65,5,3/12/2016,3.80E+01,2.30E+01,7.00E+00,-1.00E+00,FALSE
99,99,56,18,3/12/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
100,120,68,1,3/12/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
1,4,1,4,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
2,1,1,14,3/5/2016,2.00E+00,2.00E+00,1.00E+00,1.00E+00,TRUE
3,2,2,22,3/5/2016,7.00E+00,7.00E+00,1.20E+02,1.00E+00,TRUE
4,3,1,17,3/5/2016,2.00E+00,2.00E+00,1.00E+00,1.00E+00,TRUE
5,5,4,15,3/5/2016,2.40E+01,1.60E+01,1.20E+02,1.00E+00,TRUE
6,7,1,3,3/5/2016,2.50E+02,1.30E+01,4.00E+00,1.00E+00,TRUE
7,6,1,17,3/5/2016,1.00E+00,1.00E+00,1.70E+01,-1.00E+00,FALSE
8,8,7,16,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
9,9,6,18,3/5/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
10,11,9,18,3/5/2016,5.80E+01,4.00E+01,1.20E+02,1.00E+00,TRUE
11,12,7,11,3/5/2016,1.80E+01,9.00E+00,8.00E+00,1.00E+00,TRUE
12,15,12,12,3/5/2016,2.90E+01,2.00E+01,4.40E+01,-1.00E+00,FALSE
13,10,4,39,3/5/2016,3.10E+01,2.10E+01,1.20E+01,-1.00E+00,FALSE
14,20,14,13,3/5/2016,1.00E+00,1.00E+00,1.70E+01,-1.00E+00,FALSE
15,14,12,15,3/5/2016,6.00E+00,5.00E+00,1.90E+01,-1.00E+00,FALSE
16,17,13,21,3/5/2016,1.30E+01,1.10E+01,1.20E+02,-1.00E+00,FALSE
17,18,5,23,3/5/2016,1.80E+01,9.00E+00,8.00E+00,-1.00E+00,FALSE
18,21,13,12,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
19,16,2,29,3/5/2016,3.70E+01,4.00E+00,1.30E+01,-1.00E+00,FALSE
20,35,2,5,3/5/2016,2.50E+02,5.10E+01,1.20E+02,1.00E+00,TRUE
21,19,5,29,3/5/2016,5.70E+01,4.10E+01,1.20E+02,-1.00E+00,FALSE
22,120,1,56,3/5/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
23,22,12,22,3/5/2016,3.20E+01,1.20E+02,1.20E+02,-1.00E+00,FALSE
24,33,4,5,3/5/2016,7.60E+01,6.00E+01,1.20E+02,1.00E+00,TRUE
25,23,1,25,3/5/2016,2.00E+00,2.00E+00,1.00E+00,1.00E+00,TRUE
26,24,23,22,3/5/2016,1.03E+02,5.70E+01,1.20E+02,1.00E+00,TRUE
27,25,1,39,3/5/2016,6.00E+00,5.00E+00,1.90E+01,1.00E+00,TRUE
28,13,13,15,3/5/2016,1.40E+01,1.00E+01,1.20E+02,-1.00E+00,FALSE
29,27,8,33,3/5/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
30,29,23,18,3/5/2016,2.50E+02,7.10E+01,1.20E+02,1.00E+00,TRUE
31,26,6,3,3/5/2016,3.70E+01,4.00E+00,1.30E+01,-1.00E+00,FALSE
32,42,1,37,3/5/2016,6.00E+00,5.00E+00,1.90E+01,-1.00E+00,FALSE
33,36,10,33,3/5/2016,5.40E+01,4.50E+01,1.20E+02,-1.00E+00,FALSE
34,31,4,34,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
35,30,21,22,3/5/2016,4.00E+01,3.50E+01,1.20E+02,-1.00E+00,FALSE
36,32,16,24,3/5/2016,8.00E+01,5.60E+01,1.20E+02,-1.00E+00,FALSE
37,28,20,14,3/5/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
38,75,16,9,3/5/2016,2.30E+01,3.80E+01,1.20E+02,1.00E+00,TRUE
39,34,14,24,3/5/2016,2.50E+02,7.90E+01,1.20E+02,-1.00E+00,FALSE
40,44,17,7,3/5/2016,1.10E+01,1.80E+01,1.20E+02,1.00E+00,TRUE
41,37,37,14,3/5/2016,5.60E+01,3.60E+01,1.20E+02,1.00E+00,TRUE
42,55,42,7,3/5/2016,4.10E+01,3.20E+01,1.20E+02,-1.00E+00,FALSE
43,39,26,17,3/5/2016,1.30E+01,1.10E+01,1.20E+02,1.00E+00,TRUE
44,45,1,50,3/5/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
45,48,19,7,3/5/2016,6.20E+01,5.30E+01,1.20E+02,1.00E+00,TRUE
46,38,5,26,3/5/2016,8.00E+00,6.00E+00,3.00E+00,1.00E+00,TRUE
47,40,29,20,3/5/2016,1.50E+01,1.70E+01,1.20E+02,-1.00E+00,FALSE
48,41,13,22,3/5/2016,5.20E+01,2.50E+01,2.80E+01,-1.00E+00,FALSE
49,46,4,46,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
50,50,20,10,3/5/2016,2.60E+01,2.70E+01,2.00E+01,1.00E+00,TRUE
51,53,45,13,3/5/2016,1.35E+02,6.10E+01,4.00E+01,1.00E+00,TRUE
52,43,38,13,3/5/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
53,51,18,9,3/5/2016,8.00E+00,6.00E+00,3.00E+00,-1.00E+00,FALSE
54,120,54,1,3/5/2016,2.50E+02,6.50E+01,1.20E+02,-1.00E+00,FALSE
55,54,31,10,3/5/2016,2.50E+02,6.80E+01,1.20E+02,1.00E+00,TRUE
56,57,44,7,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
57,49,49,11,3/5/2016,2.50E+02,9.30E+01,1.20E+02,-1.00E+00,FALSE
58,56,52,9,3/5/2016,9.40E+01,5.00E+01,1.20E+02,-1.00E+00,FALSE
59,52,18,2,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
60,58,58,16,3/5/2016,1.58E+02,8.10E+01,1.20E+02,-1.00E+00,FALSE
61,59,35,6,3/5/2016,1.19E+02,7.40E+01,1.20E+02,1.00E+00,TRUE
62,66,43,4,3/5/2016,5.20E+01,2.50E+01,2.80E+01,1.00E+00,TRUE
63,65,50,4,3/5/2016,1.25E+02,9.40E+01,1.20E+02,1.00E+00,TRUE
64,60,52,13,3/5/2016,1.12E+02,6.70E+01,1.20E+02,1.00E+00,TRUE
65,69,65,2,3/5/2016,2.00E+01,1.20E+01,1.20E+02,-1.00E+00,FALSE
66,61,54,8,3/5/2016,2.50E+02,8.50E+01,1.20E+02,1.00E+00,TRUE
67,62,46,9,3/5/2016,1.10E+01,1.80E+01,1.20E+02,1.00E+00,TRUE
68,93,68,10,3/5/2016,4.40E+01,6.20E+01,4.30E+01,-1.00E+00,FALSE
69,68,53,8,3/5/2016,1.00E+02,5.50E+01,1.20E+02,1.00E+00,TRUE
70,73,20,5,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
71,72,60,9,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
72,63,10,18,3/5/2016,3.60E+01,3.00E+01,1.60E+01,-1.00E+00,FALSE
73,76,68,7,3/5/2016,5.00E+00,1.40E+01,1.20E+02,1.00E+00,TRUE
74,84,7,3,3/5/2016,3.00E+00,3.00E+00,1.10E+01,1.00E+00,TRUE
75,70,21,20,3/5/2016,7.90E+01,4.20E+01,6.00E+00,-1.00E+00,FALSE
76,71,46,20,3/5/2016,1.43E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
77,120,77,1,3/5/2016,1.00E+00,1.00E+00,1.70E+01,-1.00E+00,FALSE
78,79,52,4,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
79,82,50,4,3/5/2016,1.30E+02,9.60E+01,1.20E+02,1.00E+00,TRUE
80,88,23,3,3/5/2016,7.00E+01,9.00E+01,3.10E+01,1.00E+00,TRUE
81,120,1,1,3/5/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
82,95,60,8,3/5/2016,6.00E+00,5.00E+00,1.90E+01,1.00E+00,TRUE
83,120,13,1,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
84,80,67,10,3/5/2016,1.30E+01,1.10E+01,1.20E+02,-1.00E+00,FALSE
85,120,78,1,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
86,120,40,1,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
87,100,35,3,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
88,120,30,2,3/5/2016,1.02E+02,8.80E+01,1.20E+02,1.00E+00,TRUE
89,99,71,2,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
90,87,62,10,3/5/2016,1.65E+02,9.10E+01,1.20E+02,-1.00E+00,FALSE
91,77,64,8,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
92,120,57,1,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
93,81,76,6,3/5/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
94,86,48,14,3/5/2016,7.10E+01,4.40E+01,1.20E+02,-1.00E+00,FALSE
95,89,71,17,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
96,96,65,4,3/5/2016,3.60E+01,3.00E+01,1.60E+01,-1.00E+00,FALSE
97,91,45,15,3/5/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
98,120,64,1,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
99,90,56,17,3/5/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
100,98,68,11,3/5/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
1,2,1,13,2/27/2016,5.00E+00,1.00E+00,1.00E+00,-1.00E+00,FALSE
2,4,2,21,2/27/2016,9.00E+00,8.00E+00,1.20E+02,-1.00E+00,FALSE
3,3,1,16,2/27/2016,5.00E+00,1.00E+00,1.00E+00,-1.00E+00,FALSE
4,7,1,3,2/27/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
5,8,4,14,2/27/2016,1.90E+01,1.50E+01,1.20E+02,1.00E+00,TRUE
6,5,1,16,2/27/2016,2.00E+00,2.00E+00,2.40E+01,-1.00E+00,FALSE
7,1,1,2,2/27/2016,2.50E+02,1.30E+01,2.00E+00,1.00E+00,TRUE
8,10,7,15,2/27/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
9,9,6,17,2/27/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
10,11,4,38,2/27/2016,2.80E+01,1.90E+01,7.00E+00,-1.00E+00,FALSE
11,14,9,17,2/27/2016,6.30E+01,4.00E+01,1.20E+02,1.00E+00,TRUE
12,13,7,10,2/27/2016,1.60E+01,9.00E+00,6.00E+00,1.00E+00,TRUE
13,36,13,14,2/27/2016,4.00E+00,4.00E+00,3.50E+01,-1.00E+00,FALSE
14,16,12,14,2/27/2016,1.20E+01,7.00E+00,3.30E+01,-1.00E+00,FALSE
15,17,12,11,2/27/2016,2.10E+01,2.00E+01,4.90E+01,1.00E+00,TRUE
16,18,2,28,2/27/2016,3.90E+01,6.00E+00,1.00E+01,-1.00E+00,FALSE
17,19,13,20,2/27/2016,1.30E+01,1.40E+01,1.20E+02,1.00E+00,TRUE
18,15,5,22,2/27/2016,1.60E+01,9.00E+00,6.00E+00,1.00E+00,TRUE
19,12,5,28,2/27/2016,5.40E+01,3.50E+01,1.20E+02,-1.00E+00,FALSE
20,29,14,12,2/27/2016,2.00E+00,2.00E+00,2.40E+01,1.00E+00,TRUE
21,39,13,11,2/27/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
22,22,12,21,2/27/2016,2.40E+01,1.20E+02,1.20E+02,-1.00E+00,FALSE
23,21,1,24,2/27/2016,5.00E+00,1.00E+00,1.00E+00,-1.00E+00,FALSE
24,25,23,21,2/27/2016,1.03E+02,5.10E+01,1.20E+02,-1.00E+00,FALSE
25,23,1,38,2/27/2016,1.20E+01,7.00E+00,3.30E+01,-1.00E+00,FALSE
26,6,6,2,2/27/2016,3.90E+01,6.00E+00,1.00E+01,-1.00E+00,FALSE
27,20,8,32,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
28,26,20,13,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
29,27,23,17,2/27/2016,2.50E+02,6.00E+01,1.20E+02,-1.00E+00,FALSE
30,30,21,21,2/27/2016,3.40E+01,3.10E+01,1.20E+02,-1.00E+00,FALSE
31,31,4,33,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
32,28,16,23,2/27/2016,7.70E+01,5.40E+01,1.20E+02,-1.00E+00,FALSE
33,48,4,4,2/27/2016,8.90E+01,6.20E+01,1.20E+02,1.00E+00,TRUE
34,24,14,23,2/27/2016,2.50E+02,6.80E+01,1.20E+02,-1.00E+00,FALSE
35,43,2,4,2/27/2016,2.50E+02,5.80E+01,1.20E+02,1.00E+00,TRUE
36,32,10,32,2/27/2016,7.00E+01,5.20E+01,1.20E+02,1.00E+00,TRUE
37,37,37,13,2/27/2016,5.20E+01,3.30E+01,1.20E+02,-1.00E+00,FALSE
38,35,5,25,2/27/2016,2.00E+01,1.00E+01,1.40E+01,-1.00E+00,FALSE
39,44,26,16,2/27/2016,1.30E+01,1.40E+01,1.20E+02,-1.00E+00,FALSE
40,33,29,19,2/27/2016,2.30E+01,2.60E+01,1.20E+02,-1.00E+00,FALSE
41,34,13,21,2/27/2016,5.90E+01,2.20E+01,2.20E+01,-1.00E+00,FALSE
42,42,1,36,2/27/2016,1.20E+01,7.00E+00,3.30E+01,1.00E+00,TRUE
43,40,38,12,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
44,46,17,6,2/27/2016,1.00E+01,1.80E+01,1.20E+02,1.00E+00,TRUE
45,45,1,49,2/27/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
46,41,4,45,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
47,38,3,51,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
48,53,19,6,2/27/2016,6.70E+01,5.30E+01,1.20E+02,1.00E+00,TRUE
49,55,49,10,2/27/2016,2.50E+02,7.90E+01,1.20E+02,-1.00E+00,FALSE
50,51,20,9,2/27/2016,2.50E+01,2.70E+01,2.30E+01,1.00E+00,TRUE
51,49,18,8,2/27/2016,2.00E+01,1.00E+01,1.40E+01,-1.00E+00,FALSE
52,120,18,1,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
53,52,45,12,2/27/2016,2.20E+01,3.60E+01,1.20E+02,1.00E+00,TRUE
54,57,31,9,2/27/2016,2.50E+02,6.40E+01,1.20E+02,-1.00E+00,FALSE
55,58,42,6,2/27/2016,5.30E+01,4.50E+01,1.20E+02,1.00E+00,TRUE
56,56,52,8,2/27/2016,9.40E+01,4.30E+01,1.20E+02,-1.00E+00,FALSE
57,60,44,6,2/27/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
58,66,58,15,2/27/2016,1.78E+02,8.00E+01,1.20E+02,-1.00E+00,FALSE
59,61,35,5,2/27/2016,1.29E+02,6.60E+01,1.20E+02,-1.00E+00,FALSE
60,63,52,12,2/27/2016,1.22E+02,6.50E+01,1.20E+02,-1.00E+00,FALSE
61,62,54,7,2/27/2016,2.50E+02,7.70E+01,1.20E+02,-1.00E+00,FALSE
62,59,46,8,2/27/2016,1.00E+01,1.80E+01,1.20E+02,-1.00E+00,FALSE
63,54,10,17,2/27/2016,2.90E+01,2.40E+01,1.60E+01,-1.00E+00,FALSE
64,68,25,2,2/27/2016,4.00E+00,4.00E+00,3.50E+01,-1.00E+00,FALSE
65,71,50,3,2/27/2016,1.44E+02,9.50E+01,1.20E+02,1.00E+00,TRUE
66,70,43,3,2/27/2016,5.90E+01,2.20E+01,2.20E+01,1.00E+00,TRUE
67,120,67,1,2/27/2016,1.00E+00,3.00E+00,3.00E+01,-1.00E+00,FALSE
68,69,53,7,2/27/2016,1.15E+02,5.60E+01,1.20E+02,-1.00E+00,FALSE
69,120,65,1,2/27/2016,1.80E+01,1.20E+01,1.20E+02,1.00E+00,TRUE
70,67,21,19,2/27/2016,9.00E+01,4.90E+01,8.00E+00,-1.00E+00,FALSE
71,65,46,19,2/27/2016,1.17E+02,8.80E+01,1.20E+02,-1.00E+00,FALSE
72,72,60,8,2/27/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
73,79,20,4,2/27/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
74,120,56,2,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
75,80,16,8,2/27/2016,9.90E+01,1.20E+02,1.20E+02,1.00E+00,TRUE
76,77,68,6,2/27/2016,1.10E+01,2.30E+01,1.20E+02,1.00E+00,TRUE
77,74,64,7,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
78,120,66,1,2/27/2016,2.50E+02,9.80E+01,1.20E+02,-1.00E+00,FALSE
79,81,52,3,2/27/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
80,83,67,9,2/27/2016,1.30E+01,1.40E+01,1.20E+02,-1.00E+00,FALSE
81,76,76,5,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
82,88,50,3,2/27/2016,1.32E+02,9.30E+01,1.20E+02,1.00E+00,TRUE
83,120,83,1,2/27/2016,2.50E+02,9.40E+01,1.20E+02,1.00E+00,TRUE
84,91,7,2,2/27/2016,3.00E+00,5.00E+00,1.10E+01,1.00E+00,TRUE
85,120,3,1,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
86,64,48,13,2/27/2016,6.80E+01,4.10E+01,1.20E+02,-1.00E+00,FALSE
87,84,62,9,2/27/2016,1.67E+02,8.10E+01,1.20E+02,-1.00E+00,FALSE
88,85,23,2,2/27/2016,6.20E+01,8.70E+01,2.50E+01,1.00E+00,TRUE
89,82,71,16,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
90,75,56,16,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
91,90,45,14,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
92,95,22,14,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
93,86,68,9,2/27/2016,1.02E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
94,120,94,1,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
95,98,60,7,2/27/2016,1.20E+01,7.00E+00,3.30E+01,1.00E+00,TRUE
96,92,65,3,2/27/2016,2.90E+01,2.40E+01,1.60E+01,1.00E+00,TRUE
97,87,62,20,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
98,93,68,10,2/27/2016,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
99,120,71,1,2/27/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
100,120,35,2,2/27/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
1,120,1,1,2/20/2016,2.50E+02,6.00E+00,2.00E+00,-1.00E+00,FALSE
2,1,1,12,2/20/2016,5.00E+00,1.00E+00,1.00E+00,1.00E+00,TRUE
3,2,1,15,2/20/2016,5.00E+00,1.00E+00,1.00E+00,1.00E+00,TRUE
4,3,2,20,2/20/2016,7.00E+00,7.00E+00,1.20E+02,1.00E+00,TRUE
5,4,1,15,2/20/2016,3.00E+00,3.00E+00,1.60E+01,-1.00E+00,FALSE
6,120,6,1,2/20/2016,3.90E+01,4.00E+00,1.90E+01,-1.00E+00,FALSE
7,9,1,2,2/20/2016,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
8,5,4,13,2/20/2016,2.20E+01,1.80E+01,1.20E+02,1.00E+00,TRUE
