rank,last_wks,peak_position,wks_on_rank,date,album,artist,social,label,Class
88,79,71,13,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
89,80,56,14,3/25/2017,7.80E+01,1.70E+01,1.20E+02,1.00E+00,TRUE
90,120,90,1,3/25/2017,1.00E+00,1.00E+00,4.00E+00,-1.00E+00,FALSE
91,76,14,18,3/25/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
92,93,53,5,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
93,120,93,1,3/25/2017,1.00E+00,1.00E+00,4.00E+00,-1.00E+00,FALSE
94,86,51,18,3/25/2017,6.40E+01,1.20E+02,1.20E+02,1.00E+00,TRUE
95,96,72,2,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
96,120,96,1,3/25/2017,1.00E+00,1.00E+00,4.00E+00,-1.00E+00,FALSE
97,90,51,17,3/25/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
98,97,88,4,3/25/2017,1.24E+02,8.40E+01,1.20E+02,1.00E+00,TRUE
99,87,45,19,3/25/2017,5.00E+01,5.20E+01,1.20E+02,-1.00E+00,FALSE
100,91,42,17,3/25/2017,1.00E+02,5.40E+01,1.20E+02,-1.00E+00,FALSE
1,1,1,8,3/18/2017,4.90E+01,3.00E+00,6.00E+00,1.00E+00,TRUE
2,2,1,16,3/18/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
3,3,2,12,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
4,4,2,7,3/18/2017,3.00E+00,2.00E+00,3.00E+01,1.00E+00,TRUE
5,56,5,2,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
6,7,5,20,3/18/2017,1.90E+01,6.00E+00,3.30E+01,1.00E+00,TRUE
7,6,6,7,3/18/2017,3.40E+01,5.00E+00,2.10E+01,1.00E+00,TRUE
8,27,6,2,3/18/2017,1.50E+02,2.70E+01,1.20E+02,1.00E+00,TRUE
9,9,6,17,3/18/2017,9.00E+00,1.20E+01,1.20E+02,1.00E+00,TRUE
10,5,1,31,3/18/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
11,11,4,15,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
12,8,4,3,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
13,29,1,43,3/18/2017,2.50E+02,2.50E+01,1.90E+01,-1.00E+00,FALSE
14,20,14,10,3/18/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
15,10,4,18,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
16,13,8,19,3/18/2017,1.80E+01,8.00E+00,2.20E+01,-1.00E+00,FALSE
17,18,15,24,3/18/2017,3.90E+01,1.10E+01,5.00E+00,1.00E+00,TRUE
18,15,4,21,3/18/2017,3.00E+00,2.00E+00,3.00E+01,1.00E+00,TRUE
19,14,8,27,3/18/2017,8.40E+01,1.70E+01,1.20E+02,-1.00E+00,FALSE
20,22,12,5,3/18/2017,6.00E+01,2.10E+01,1.20E+02,1.00E+00,TRUE
21,25,21,7,3/18/2017,4.60E+01,2.90E+01,1.20E+02,-1.00E+00,FALSE
22,12,12,3,3/18/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
23,17,1,24,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
24,21,9,13,3/18/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
25,19,6,21,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
26,28,19,19,3/18/2017,5.60E+01,4.30E+01,1.20E+02,-1.00E+00,FALSE
27,33,23,6,3/18/2017,2.50E+02,5.00E+01,1.20E+02,1.00E+00,TRUE
28,120,28,1,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
29,16,1,25,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
30,30,4,15,3/18/2017,2.70E+01,1.60E+01,4.70E+01,1.00E+00,TRUE
31,32,19,7,3/18/2017,6.00E+00,9.00E+00,1.20E+02,1.00E+00,TRUE
32,23,16,3,3/18/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
33,26,16,21,3/18/2017,4.50E+01,4.80E+01,1.20E+02,-1.00E+00,FALSE
34,120,34,1,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
35,36,28,10,3/18/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
36,31,4,30,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
37,120,37,1,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
38,24,11,26,3/18/2017,2.50E+02,8.60E+01,1.20E+02,-1.00E+00,FALSE
39,34,4,27,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
40,35,33,11,3/18/2017,3.30E+01,2.80E+01,1.20E+02,1.00E+00,TRUE
41,37,26,17,3/18/2017,2.20E+01,1.00E+01,3.80E+01,-1.00E+00,FALSE
42,39,34,18,3/18/2017,4.00E+00,7.00E+00,1.20E+02,-1.00E+00,FALSE
43,38,2,37,3/18/2017,2.10E+01,1.30E+01,2.90E+01,-1.00E+00,FALSE
44,42,37,13,3/18/2017,7.30E+01,4.50E+01,1.20E+02,1.00E+00,TRUE
45,40,6,39,3/18/2017,3.90E+01,1.10E+01,5.00E+00,-1.00E+00,FALSE
46,49,18,2,3/18/2017,1.00E+00,1.00E+00,2.30E+01,1.00E+00,TRUE
47,45,40,11,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
48,120,48,1,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
49,50,41,11,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
50,43,43,9,3/18/2017,9.10E+01,5.20E+01,1.20E+02,-1.00E+00,FALSE
51,51,24,8,3/18/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
52,59,44,7,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
53,120,41,12,3/18/2017,2.50E+02,8.90E+01,1.20E+02,-1.00E+00,FALSE
54,55,7,12,3/18/2017,2.60E+01,3.00E+01,1.20E+02,-1.00E+00,FALSE
55,58,54,10,3/18/2017,2.50E+02,9.30E+01,1.20E+02,-1.00E+00,FALSE
56,53,46,12,3/18/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
57,62,50,17,3/18/2017,3.00E+01,6.40E+01,1.20E+02,1.00E+00,TRUE
58,78,55,3,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
59,65,41,4,3/18/2017,1.45E+02,5.10E+01,1.20E+02,1.00E+00,TRUE
60,68,34,3,3/18/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
61,57,57,3,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
62,60,41,14,3/18/2017,9.50E+01,5.90E+01,1.20E+02,-1.00E+00,FALSE
63,61,47,9,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
64,46,46,2,3/18/2017,1.00E+00,1.00E+00,2.30E+01,-1.00E+00,FALSE
65,63,38,10,3/18/2017,9.00E+00,1.20E+01,1.20E+02,-1.00E+00,FALSE
66,70,66,4,3/18/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
67,64,16,15,3/18/2017,7.00E+00,4.00E+00,8.00E+00,-1.00E+00,FALSE
68,76,60,6,3/18/2017,6.50E+01,4.00E+01,1.20E+02,1.00E+00,TRUE
69,71,67,9,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
70,73,62,6,3/18/2017,7.90E+01,5.60E+01,1.20E+02,1.00E+00,TRUE
71,72,70,9,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
72,96,72,3,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
73,44,44,2,3/18/2017,1.16E+02,8.30E+01,1.20E+02,-1.00E+00,FALSE
74,82,55,3,3/18/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
75,66,6,8,3/18/2017,4.90E+01,3.00E+00,6.00E+00,1.00E+00,TRUE
76,67,14,17,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
77,85,43,19,3/18/2017,4.80E+01,1.20E+02,1.20E+02,-1.00E+00,FALSE
78,120,78,1,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
79,74,71,12,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
80,94,56,13,3/18/2017,8.40E+01,1.70E+01,1.20E+02,1.00E+00,TRUE
81,81,69,9,3/18/2017,3.50E+01,4.20E+01,1.20E+02,-1.00E+00,FALSE
82,52,52,2,3/18/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
83,120,48,13,3/18/2017,6.30E+01,1.20E+02,1.20E+02,1.00E+00,TRUE
84,87,69,6,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
85,92,51,4,3/18/2017,6.10E+01,6.50E+01,1.20E+02,1.00E+00,TRUE
86,90,51,17,3/18/2017,6.40E+01,1.20E+02,1.20E+02,1.00E+00,TRUE
87,75,45,18,3/18/2017,5.30E+01,5.40E+01,1.20E+02,-1.00E+00,FALSE
88,69,23,19,3/18/2017,1.33E+02,5.50E+01,4.40E+01,-1.00E+00,FALSE
89,120,77,1,3/18/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
90,80,51,16,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
91,79,42,16,3/18/2017,9.60E+01,6.10E+01,1.20E+02,-1.00E+00,FALSE
92,120,92,1,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
93,86,53,4,3/18/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
94,89,48,5,3/18/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
95,88,82,7,3/18/2017,1.52E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
96,120,72,1,3/18/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
97,100,88,3,3/18/2017,1.15E+02,9.00E+01,1.20E+02,-1.00E+00,FALSE
98,95,87,6,3/18/2017,1.06E+02,8.40E+01,1.20E+02,-1.00E+00,FALSE
99,98,98,4,3/18/2017,1.78E+02,1.00E+02,1.20E+02,-1.00E+00,FALSE
100,120,19,1,3/18/2017,2.50E+02,9.90E+01,1.20E+02,1.00E+00,TRUE
1,1,1,7,3/11/2017,4.30E+01,2.00E+00,3.00E+00,1.00E+00,TRUE
2,3,1,15,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
3,2,2,11,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
4,7,2,6,3/11/2017,2.00E+00,3.00E+00,1.20E+02,1.00E+00,TRUE
5,5,1,30,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
6,11,6,6,3/11/2017,2.90E+01,7.00E+00,1.90E+01,-1.00E+00,FALSE
7,8,5,19,3/11/2017,2.30E+01,9.00E+00,2.20E+01,1.00E+00,TRUE
8,4,4,2,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
9,10,6,16,3/11/2017,6.00E+00,1.00E+01,3.30E+01,1.00E+00,TRUE
10,6,4,17,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
11,9,4,14,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
12,93,12,2,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
13,12,8,18,3/11/2017,1.50E+01,5.00E+00,8.00E+00,-1.00E+00,FALSE
14,15,8,26,3/11/2017,7.20E+01,2.60E+01,1.20E+02,-1.00E+00,FALSE
15,13,4,20,3/11/2017,2.00E+00,3.00E+00,1.20E+02,-1.00E+00,FALSE
16,16,1,24,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
17,14,1,23,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
18,19,15,23,3/11/2017,1.90E+01,8.00E+00,6.00E+00,1.00E+00,TRUE
19,17,6,20,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
20,20,20,9,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
21,22,9,12,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
22,27,12,4,3/11/2017,6.60E+01,2.40E+01,1.20E+02,1.00E+00,TRUE
23,42,16,2,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
24,21,11,25,3/11/2017,2.50E+02,5.40E+01,1.20E+02,-1.00E+00,FALSE
25,30,21,6,3/11/2017,4.70E+01,3.40E+01,1.20E+02,1.00E+00,TRUE
26,26,16,20,3/11/2017,4.10E+01,4.10E+01,1.20E+02,-1.00E+00,FALSE
27,120,6,1,3/11/2017,1.39E+02,3.20E+01,1.20E+02,1.00E+00,TRUE
28,23,19,18,3/11/2017,5.70E+01,4.50E+01,1.20E+02,1.00E+00,TRUE
29,25,1,42,3/11/2017,2.50E+02,3.90E+01,1.20E+02,1.00E+00,TRUE
30,18,4,14,3/11/2017,2.00E+01,1.40E+01,1.20E+02,1.00E+00,TRUE
31,28,4,29,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
32,29,19,6,3/11/2017,5.00E+00,1.10E+01,4.20E+01,1.00E+00,TRUE
33,34,23,5,3/11/2017,2.50E+02,5.90E+01,1.20E+02,1.00E+00,TRUE
34,24,4,26,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
35,57,33,10,3/11/2017,2.60E+01,2.30E+01,1.20E+02,-1.00E+00,FALSE
36,33,28,9,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
37,31,26,16,3/11/2017,1.10E+01,6.00E+00,1.20E+02,-1.00E+00,FALSE
38,32,2,36,3/11/2017,1.40E+01,1.20E+01,4.10E+01,-1.00E+00,FALSE
39,35,34,17,3/11/2017,2.50E+02,3.70E+01,1.20E+02,-1.00E+00,FALSE
40,36,6,38,3/11/2017,1.90E+01,8.00E+00,6.00E+00,-1.00E+00,FALSE
41,120,41,1,3/11/2017,4.30E+01,2.00E+00,3.00E+00,-1.00E+00,FALSE
42,39,37,12,3/11/2017,8.60E+01,5.00E+01,1.20E+02,-1.00E+00,FALSE
43,43,43,8,3/11/2017,5.10E+01,3.50E+01,3.90E+01,-1.00E+00,FALSE
44,120,44,1,3/11/2017,1.10E+02,4.00E+01,1.40E+01,-1.00E+00,FALSE
45,41,40,10,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
46,120,46,1,3/11/2017,1.00E+00,1.00E+00,2.50E+01,-1.00E+00,FALSE
47,37,5,37,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
48,38,20,22,3/11/2017,2.50E+02,6.40E+01,3.10E+01,-1.00E+00,FALSE
49,120,18,1,3/11/2017,1.00E+00,1.00E+00,2.50E+01,1.00E+00,TRUE
50,49,41,10,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
51,44,24,7,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
52,120,52,1,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
53,46,46,11,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
54,120,54,1,3/11/2017,1.00E+00,1.00E+00,2.50E+01,-1.00E+00,FALSE
55,50,7,11,3/11/2017,2.40E+01,3.00E+01,1.20E+02,1.00E+00,TRUE
56,120,56,1,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
57,62,57,2,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
58,56,54,9,3/11/2017,2.50E+02,9.90E+01,1.20E+02,1.00E+00,TRUE
59,55,44,6,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
60,59,41,13,3/11/2017,8.70E+01,5.30E+01,1.20E+02,-1.00E+00,FALSE
61,47,47,8,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
62,61,50,16,3/11/2017,2.70E+01,6.20E+01,1.20E+02,1.00E+00,TRUE
63,45,38,9,3/11/2017,6.00E+00,1.00E+01,3.30E+01,-1.00E+00,FALSE
64,58,16,14,3/11/2017,4.00E+00,4.00E+00,9.00E+00,-1.00E+00,FALSE
65,66,41,3,3/11/2017,1.36E+02,5.60E+01,1.20E+02,1.00E+00,TRUE
66,52,6,7,3/11/2017,4.30E+01,2.00E+00,3.00E+00,-1.00E+00,FALSE
67,60,14,16,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
68,87,34,2,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
69,51,23,18,3/11/2017,1.02E+02,4.80E+01,1.20E+02,-1.00E+00,FALSE
70,74,70,3,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
71,67,67,8,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
72,70,70,8,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
73,76,62,5,3/11/2017,8.20E+01,5.70E+01,1.20E+02,1.00E+00,TRUE
74,73,71,11,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
75,64,45,17,3/11/2017,5.60E+01,5.10E+01,1.20E+02,-1.00E+00,FALSE
76,72,60,5,3/11/2017,8.40E+01,4.90E+01,1.20E+02,1.00E+00,TRUE
77,120,31,5,3/11/2017,4.00E+00,4.00E+00,9.00E+00,-1.00E+00,FALSE
78,85,55,2,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
79,69,42,15,3/11/2017,1.06E+02,7.70E+01,1.20E+02,-1.00E+00,FALSE
80,78,51,15,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
81,80,69,8,3/11/2017,3.00E+01,4.40E+01,1.20E+02,1.00E+00,TRUE
82,96,55,2,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
83,68,68,5,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
84,65,55,9,3/11/2017,2.50E+02,6.60E+01,1.20E+02,-1.00E+00,FALSE
85,82,43,18,3/11/2017,4.80E+01,1.20E+02,1.20E+02,1.00E+00,TRUE
86,53,53,3,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
87,86,69,5,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
88,83,82,6,3/11/2017,1.35E+02,1.00E+02,1.20E+02,-1.00E+00,FALSE
89,79,48,4,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
90,89,51,16,3/11/2017,6.20E+01,1.20E+02,1.20E+02,1.00E+00,TRUE
91,120,91,1,3/11/2017,1.00E+00,1.00E+00,2.50E+01,-1.00E+00,FALSE
92,75,51,3,3/11/2017,5.50E+01,6.80E+01,1.20E+02,1.00E+00,TRUE
93,120,93,2,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
94,91,56,12,3/11/2017,7.20E+01,2.60E+01,1.20E+02,1.00E+00,TRUE
95,92,87,5,3/11/2017,9.80E+01,8.70E+01,1.20E+02,-1.00E+00,FALSE
96,88,72,2,3/11/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
97,63,22,3,3/11/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
98,98,98,3,3/11/2017,1.69E+02,9.50E+01,3.60E+01,-1.00E+00,FALSE
99,120,99,1,3/11/2017,1.00E+00,1.00E+00,2.50E+01,-1.00E+00,FALSE
100,94,88,2,3/11/2017,8.90E+01,7.90E+01,1.20E+02,1.00E+00,TRUE
1,1,1,6,3/4/2017,4.50E+01,2.00E+00,7.00E+00,1.00E+00,TRUE
2,3,2,10,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
3,2,1,14,3/4/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
4,120,4,1,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
5,7,1,29,3/4/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
6,5,4,16,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
7,37,2,5,3/4/2017,2.00E+00,1.00E+00,3.20E+01,1.00E+00,TRUE
8,13,5,18,3/4/2017,2.10E+01,1.20E+01,3.10E+01,1.00E+00,TRUE
9,16,4,13,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
10,6,6,15,3/4/2017,3.00E+00,7.00E+00,3.00E+01,1.00E+00,TRUE
11,10,6,5,3/4/2017,2.70E+01,9.00E+00,2.90E+01,1.00E+00,TRUE
12,11,8,17,3/4/2017,1.50E+01,6.00E+00,1.90E+01,-1.00E+00,FALSE
13,15,4,19,3/4/2017,2.00E+00,1.00E+00,3.20E+01,-1.00E+00,FALSE
14,12,1,22,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
15,8,8,25,3/4/2017,6.40E+01,2.00E+01,1.20E+02,1.00E+00,TRUE
16,14,1,23,3/4/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
17,9,6,19,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
18,4,4,13,3/4/2017,8.00E+00,5.00E+00,1.60E+01,-1.00E+00,FALSE
19,19,15,22,3/4/2017,4.20E+01,1.30E+01,2.70E+01,1.00E+00,TRUE
20,28,20,8,3/4/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
21,17,11,24,3/4/2017,2.50E+02,5.20E+01,1.20E+02,-1.00E+00,FALSE
22,23,9,11,3/4/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
23,27,19,17,3/4/2017,5.60E+01,4.50E+01,1.20E+02,-1.00E+00,FALSE
24,18,4,25,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
25,25,1,41,3/4/2017,2.50E+02,3.50E+01,1.20E+02,-1.00E+00,FALSE
26,24,16,19,3/4/2017,4.80E+01,4.70E+01,1.20E+02,1.00E+00,TRUE
27,21,12,3,3/4/2017,7.90E+01,2.60E+01,1.20E+02,1.00E+00,TRUE
28,20,4,28,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
29,26,19,5,3/4/2017,4.00E+00,8.00E+00,1.20E+02,-1.00E+00,FALSE
30,31,21,5,3/4/2017,6.30E+01,4.20E+01,1.20E+02,1.00E+00,TRUE
31,30,26,15,3/4/2017,6.00E+00,3.00E+00,2.00E+01,-1.00E+00,FALSE
32,29,2,35,3/4/2017,1.30E+01,1.10E+01,2.10E+01,-1.00E+00,FALSE
33,39,28,8,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
34,41,23,4,3/4/2017,2.50E+02,7.50E+01,1.20E+02,1.00E+00,TRUE
35,40,34,16,3/4/2017,2.50E+02,4.10E+01,1.20E+02,-1.00E+00,FALSE
36,36,6,37,3/4/2017,4.20E+01,1.30E+01,2.70E+01,-1.00E+00,FALSE
37,35,5,36,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
38,33,20,21,3/4/2017,2.50E+02,7.30E+01,1.20E+02,-1.00E+00,FALSE
39,46,37,11,3/4/2017,9.50E+01,6.40E+01,1.20E+02,-1.00E+00,FALSE
40,34,12,29,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
41,48,40,9,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
42,120,16,1,3/4/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
43,56,43,7,3/4/2017,2.50E+02,6.50E+01,4.50E+01,1.00E+00,TRUE
44,52,24,6,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
45,38,38,8,3/4/2017,3.00E+00,7.00E+00,3.00E+01,-1.00E+00,FALSE
46,47,46,10,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
47,66,47,7,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
48,42,5,21,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
49,53,41,9,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
50,51,7,10,3/4/2017,3.00E+01,3.90E+01,1.20E+02,-1.00E+00,FALSE
51,45,23,17,3/4/2017,7.30E+01,3.20E+01,5.00E+01,-1.00E+00,FALSE
52,62,6,6,3/4/2017,4.50E+01,2.00E+00,7.00E+00,-1.00E+00,FALSE
53,120,53,2,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
54,120,54,1,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
55,61,44,5,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
56,63,54,8,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
57,77,33,9,3/4/2017,3.60E+01,2.90E+01,1.20E+02,1.00E+00,TRUE
58,60,16,13,3/4/2017,5.00E+00,4.00E+00,1.00E+01,-1.00E+00,FALSE
59,59,41,12,3/4/2017,7.80E+01,6.20E+01,1.20E+02,-1.00E+00,FALSE
60,57,14,15,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
61,65,50,15,3/4/2017,3.10E+01,7.00E+01,1.20E+02,-1.00E+00,FALSE
62,120,57,1,3/4/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
63,22,22,2,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
64,58,45,16,3/4/2017,5.80E+01,4.40E+01,1.20E+02,-1.00E+00,FALSE
65,55,55,8,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
66,43,41,2,3/4/2017,1.25E+02,6.30E+01,1.20E+02,1.00E+00,TRUE
67,75,67,7,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
68,69,68,4,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
69,64,42,14,3/4/2017,1.14E+02,7.20E+01,1.20E+02,-1.00E+00,FALSE
70,72,70,7,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
71,120,71,1,3/4/2017,5.00E+01,2.30E+01,1.20E+02,-1.00E+00,FALSE
72,80,60,4,3/4/2017,8.50E+01,6.10E+01,1.20E+02,-1.00E+00,FALSE
73,78,71,10,3/4/2017,2.50E+02,1.20E+02,1.20E+02,-1.00E+00,FALSE
74,95,74,2,3/4/2017,2.50E+02,1.20E+02,1.20E+02,1.00E+00,TRUE
